facility_type,source,name,epoch_name,operator,country,lat,lon,geo_precision,power_mw_it,h100_equivalents,chip_types,users,energy_companies,capex_usd_bn,address,ref,city,utility,osm_id,matched_osm
traditional,osm,Amazon,,,US,29.450677,-98.638704,exact,,,,,,,,,,,1344369104,
traditional,osm,,,,US,29.418466,-98.788796,exact,,,,,,,,,,,1344369111,
traditional,osm,Vantage San Antonio I,,Vantage Data Centers,US,29.41614,-98.789245,exact,,,,,,,,,,,1344369112,
traditional,osm,Csquare SFO4,,Csquare,US,37.375765,-121.95627,exact,,,,,,,,SFO4,Santa Clara,,1344376231,
traditional,osm,,,,US,39.000448,-77.460796,exact,,,,,,,,,,,1344901567,
traditional,osm,,,,US,38.999132,-77.460787,exact,,,,,,,,,,Dominion (VEPCO),1344901568,
traditional,osm,Digital Realty IAD43 (Building S),,Digital Realty,US,39.001826,-77.452703,exact,,,,,,,,IAD43,Sterling,,1344901569,
traditional,osm,Vantage VA2,,Vantage Data Centers,US,38.997949,-77.430231,exact,,,,,,,,VA2,Sterling,Dominion (VEPCO),1344901575,
traditional,osm,苏尼特左旗档案局,,,CN,43.842951,113.650057,exact,,,,,,,,,,,1345688742,
traditional,osm,Microsoft,,Microsoft,SE,60.601884,17.010595,exact,,,,,,,,,,,1346239617,
traditional,osm,Equinix Amsterdam AM8,,Equinix,NL,52.396818,4.838925,exact,,,,,,,,AM8,Amsterdam,,1346509047,
traditional,osm,Cogent Halfweg,,,NL,52.38466,4.716935,exact,,,,,,,,,,,1346509166,
traditional,osm,KPN Haarlem,,,NL,52.387872,4.669251,exact,,,,,,,,,,,1346509227,
traditional,osm,,,,NL,52.300304,4.955335,exact,,,,,,,,,,,1346509474,
traditional,osm,CyrusOne Cincinnati-Hamilton CIN4,,CyrusOne,US,39.385272,-84.566284,exact,,,,,,,,CIN4,,,1346610234,
traditional,osm,Data,,ITH Center,FR,-12.778457,45.225206,exact,,,,,,,,,Mamoudzou,,1347276275,
traditional,osm,NORD-6,,,RU,55.886049,37.51083,exact,,,,,,,,,,,1347425395,
traditional,osm,烟台中金数据系统有限公司,,,CN,37.564595,121.134709,exact,,,,,,,,,,,1347462205,
traditional,osm,中国电信南京（吉山）云计算中心,,,CN,31.821945,118.764364,exact,,,,,,,,,,,1347464854,
traditional,osm,CANTV La Sabanita,,CANTV,VE,8.101987,-63.556845,exact,,,,,,,,,Ciudad Bolívar,,1348743262,
traditional,osm,甘肃紫金云大数据开发有限责任公司,,,CN,38.549219,102.23916,exact,,,,,,,,,,,1348853309,
traditional,osm,Κέντρο Δεδομένων Λούρος,,GRNET / ΕΔΥΤΕ,GR,39.250461,20.865369,exact,,,,,,,,,,,1349035496,
traditional,osm,Data center Unipol Pilastro,,Unipol,IT,44.509523,11.39081,exact,,,,,,,,,,,1349180249,
traditional,osm,Teraco JB5 Data Centre,,Teraco,ZA,-26.134987,28.200834,exact,,,,,,,,JB5,,,1349217287,
traditional,osm,,,,CO,4.684658,-74.086022,exact,,,,,,,,,,,1349284140,
traditional,osm,EE Data Centre,,,GB,52.529737,-2.021041,exact,,,,,,,,,,,1349649740,
traditional,osm,DataBank Santa Clara SFO1,,DataBank,US,37.407303,-121.96598,exact,,,,,,,,SFO1,Santa Clara,,1351049826,
traditional,osm,اداره مخابرات آذرشهر,,,IR,37.761614,45.976505,exact,,,,,,,,,,,1351509626,
traditional,osm,Equinix,,,JP,34.860522,135.508083,exact,,,,,,,,,,,1352345057,
traditional,osm,Google 印西データセンター,,Google,JP,35.818308,140.132743,exact,,,,,,,,,印西市,,1352478531,
traditional,osm,,,,DE,49.984486,8.583521,exact,,,,,,,,,Mörfelden-Walldorf,,1352907599,
traditional,osm,,,,DE,49.985186,8.583258,exact,,,,,,,,,,,1352907948,
traditional,osm,CPH07,,Microsoft,DK,55.643701,12.259218,exact,,,,,,,,,,,1355695031,
traditional,osm,MEGA Gateway,,,HK,22.365128,114.11904,exact,,,,,,,,,,,1355930027,
traditional,osm,NTT PH1 Datacenter,,NTT,US,33.353666,-111.612411,exact,,,,,,,,,Mesa,,1356594646,
traditional,osm,Iron Mountain AZP-1,,Iron Mountain,US,33.454726,-111.976218,exact,,,,,,,,AZP-1,Phoenix,,1357825755,
traditional,osm,湖南移动衡阳分公司5G云数据中心,,,CN,26.854411,112.607226,exact,,,,,,,,,,,1358134671,
traditional,osm,CDC Data Centre HV1A,,CDC,NZ,-36.8035,174.636125,exact,,,,,,,,HV1A,,,1358308781,
traditional,osm,FKQ I Data Center,,Winthrop Technologies Ltd.,DE,50.095531,8.584365,exact,,,,,,,,FKQ I,,,1359150050,
traditional,osm,Amazon Web Services,,Amazon Web Services,BH,26.050422,50.503772,exact,,,,,,,,BAH54,,,1359931661,
traditional,osm,Grupo IDDEA,,,MX,20.637433,-103.37073,exact,,,,,,,,,,,1360441669,
traditional,osm,"naibe- numerology, tarot and reiki",,,IN,21.103459,79.064372,exact,,,,,,,,,,,1360627890,
traditional,osm,有孚深圳宝安云计算数据中心,,有孚,CN,22.663534,113.917262,exact,,,,,,,,,,,1361170454,
traditional,osm,,,,IT,45.09925,8.860875,exact,,,,,,,,,,,1361440709,
traditional,osm,Nation Data Center Rennes,,Nation Data Center,FR,48.112522,-1.536068,exact,,,,,,,,,,,1361721862,
traditional,osm,２Ｂ棟,,AirTrunk,JP,35.791115,139.318132,exact,,,,,,,,ATTOK2B,青梅市,,1361845727,
traditional,osm,２Ｃ棟,,AirTrunk,JP,35.791988,139.317954,exact,,,,,,,,ATTOK2C,青梅市,,1361845728,
traditional,osm,Digital Realty FRA33,,,DE,50.054717,8.457684,exact,,,,,,,,,,,1362634597,
traditional,osm,Digital Realty FRA27,,Digital Realty,DE,50.124195,8.748879,exact,,,,,,,,,Frankfurt am Main,,1362637876,
traditional,osm,Nexus Datacenter,,VUB;UZ Brussel,BE,50.881954,4.288927,exact,,,,,,,,Penta BRU01,,,1364742301,
traditional,osm,,,,FR,48.67928,2.209771,exact,,,,,,,,,,,1364863452,
traditional,osm,PTC,,Stayton Cooperative Telephone Company,US,44.775224,-122.615931,exact,,,,,,,,,,,1365213539,
traditional,osm,,,,FR,48.649431,2.222274,exact,,,,,,,,,,,1365429977,
traditional,osm,,,,FR,48.650168,2.222426,exact,,,,,,,,,,,1365429978,
traditional,osm,,,,JP,34.452351,133.255707,exact,,,,,,,,,,,1365862177,
traditional,osm,ODATA DC RJ01,,Odata,BR,-22.796826,-43.357377,exact,,,,,,,,,São João de Meriti,,1366376874,
traditional,osm,,,ATMAN,PL,52.203603,20.807025,exact,,,,,,,,,Duchnice,,1366517660,
traditional,osm,Data4 Italia - Campus MIL01 - DCL09,,Data4 Italia,IT,45.472259,9.038988,exact,,,,,,,,DCL09,,,1368730489,
traditional,osm,Data4 Italia - Campus MIL01 - DCL07,,Data4 Italia,IT,45.471915,9.040074,exact,,,,,,,,DCL07,,,1368730490,
traditional,osm,Data4 Italia - Campus MIL01 - DC06,,Data4 Italia,IT,45.471565,9.039139,exact,,,,,,,,DC06,,,1368730491,
traditional,osm,Data4 Italia - Campus MIL01 - DC10,,Data4 Italia,IT,45.471854,9.037939,exact,,,,,,,,DC10,,,1368730492,
traditional,osm,Data4 Italia - Campus MIL01 - DC05,,Data4 Italia,IT,45.47127,9.038251,exact,,,,,,,,DC05,,,1368730493,
traditional,osm,,,Data4 Italia,IT,45.470974,9.037349,exact,,,,,,,,,,,1368730494,
traditional,osm,,,,US,41.515864,-93.720312,exact,,,,,,,,,,,1368776076,
traditional,osm,,,,US,41.516864,-93.719767,exact,,,,,,,,,,,1368776077,
traditional,osm,,,,CA,46.79478,-71.303664,exact,,,,,,,,QC24,Québec,,1369409326,
traditional,osm,曲江市政数据中心,,,CN,34.205788,109.021128,exact,,,,,,,,,,,1370886996,
traditional,osm,CenturyLink,,,US,39.744048,-93.997376,exact,,,,,,,,,,,1371348227,
traditional,osm,Vodafone Data Centre,,,PG,-6.737443,146.990572,exact,,,,,,,,,,,1372715027,
traditional,osm,,,,US,33.353191,-111.678073,exact,,,,,,,,,,,1372772726,
traditional,osm,KR1 강남데이터센터,,엠피리온 디지털,KR,37.458107,127.037831,exact,,,,,,,,,,,1374553894,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,45.879527,-119.341626,exact,,,,,,,,,Umatilla,,1374895921,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,45.88253,-119.339695,exact,,,,,,,,,Umatilla,,1374895922,
traditional,osm,,,,IL,32.020589,34.960258,exact,,,,,,,,,,,1375102136,
traditional,osm,,,,US,40.059238,-82.762677,exact,,,,,,,,,,,1375443893,
traditional,osm,Microsoft,,Microsoft,US,41.533916,-93.863439,exact,,,,,,,,,,,1375475071,
traditional,osm,Microsoft,,Microsoft,US,41.532837,-93.863462,exact,,,,,,,,,,,1375475072,
traditional,osm,Microsoft,,Microsoft,US,41.531814,-93.863443,exact,,,,,,,,,,,1375475073,
traditional,osm,Türk Telekom Esenyurt Veri Merkezi,,Türk Telekom,TR,41.071954,28.657328,exact,,,,,,,,,,,1375495905,
traditional,osm,,,,IE,53.328326,-6.461277,exact,,,,,,,,,,,1375543041,
traditional,osm,Адман,,,RU,55.057609,82.788823,exact,,,,,,,,,,,1375722029,
traditional,osm,,,,US,41.064287,-104.785644,exact,,,,,,,,,,,1377227154,
traditional,osm,Microsoft,,Microsoft,SE,60.634837,16.737888,exact,,,,,,,,,,,1379145699,
traditional,osm,,,,CO,6.2893,-73.145227,exact,,,,,,,,,,,1379328004,
traditional,osm,Flexential Las Vegas - Downtown,,Flexential,US,36.168644,-115.143145,exact,,,,,,,,,Las Vegas,,1379421123,
traditional,osm,,,,US,38.737208,-77.82628,exact,,,,,,,,,,,1380114462,
traditional,osm,,,,US,38.738214,-77.825868,exact,,,,,,,,,,,1380114463,
traditional,osm,xAI Colossus,,xAI,US,35.05995,-90.156382,exact,,,,,,,,,Memphis,,1381264361,
traditional,osm,CloudHQ LC4,,CloudHQ,US,39.002347,-77.471888,exact,,,,,,,,LC4,Ashburn,,1381994242,
traditional,osm,T5@Cleveland,,T5 Data Centers,US,41.442622,-81.8023,exact,,,,,,,,,,,1382205749,
traditional,osm,,,,KZ,51.619027,75.465091,exact,,,,,,,,,,,1382267766,
traditional,osm,,,,CH,47.481765,8.462227,exact,,,,,,,,,,,1382917740,
traditional,osm,Databank LGA3,,Databank,US,41.039951,-73.989572,exact,,,,,,,,,Orangeburg,,1383913490,
traditional,osm,CoreSite NY3,,CoreSite,US,40.784904,-74.065357,exact,,,,,,,,NY3,Secaucus,,1383916144,
traditional,osm,Odata,,,BR,-22.901735,-47.193905,exact,,,,,,,,,Hortolândia,,1385101584,
traditional,osm,DC STO1,,,CL,-33.531195,-70.710386,exact,,,,,,,,,,,1385788091,
ai,osm+epoch,Amazon Web Services,AWS New Albany,Amazon,US,40.102426,-82.750141,exact,213.0,201111,"Trainium2, H100, H200, B200",,,8.068866,13360 Miller Rd NW,,,,1386016627,yes
traditional,osm,Amazon Web Services,,Amazon Web Services,US,40.101955,-82.751912,exact,,,,,,,,,,,1386016628,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,40.094226,-82.732111,exact,,,,,,,,,,,1386016629,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,40.094397,-82.729279,exact,,,,,,,,,,,1386016630,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,40.095495,-82.732005,exact,,,,,,,,,,,1386016631,
traditional,osm,Google NBY-5,,Google,US,40.056511,-82.772007,exact,,,,,,,,,,,1386016632,
traditional,osm,Google NBY-6,,Google,US,40.053959,-82.767595,exact,,,,,,,,,,,1386016633,
traditional,osm,LCO 1,,Meta,US,40.061493,-82.740552,exact,,,,,,,,,,,1386016634,
traditional,osm,LCO 2,,Meta,US,40.06523,-82.741168,exact,,,,,,,,,,,1386016635,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,40.135789,-83.212641,exact,,,,,,,,,,,1386016636,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,40.120064,-83.199319,exact,,,,,,,,,,,1386016637,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,40.119299,-83.203226,exact,,,,,,,,,,,1386016638,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,40.118118,-83.202522,exact,,,,,,,,,,,1386016639,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,40.05018,-83.175516,exact,,,,,,,,,,,1386016640,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,40.051522,-83.175715,exact,,,,,,,,,,,1386016641,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,40.016419,-83.125852,exact,,,,,,,,,,,1386016642,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,40.021013,-83.12602,exact,,,,,,,,,,,1386016643,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,45.851731,-119.619661,exact,,,,,,,,,Boardman,,1386017490,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,45.853095,-119.61968,exact,,,,,,,,,Boardman,,1386017491,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,45.818711,-119.632008,exact,,,,,,,,,Boardman,,1386017492,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,45.818702,-119.636263,exact,,,,,,,,,Boardman,,1386017493,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,45.819949,-119.636272,exact,,,,,,,,,Boardman,,1386017494,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,45.809634,-119.268611,exact,,,,,,,,,Hermiston,,1386017495,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,45.808277,-119.268616,exact,,,,,,,,,Hermiston,,1386017496,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,45.799015,-119.361727,exact,,,,,,,,,Hermiston,,1386017497,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,45.799683,-119.358424,exact,,,,,,,,,Hermiston,,1386017498,
traditional,osm,Amazon Web Services,,Amazon Web Services,US,45.797752,-119.358925,exact,,,,,,,,,Hermiston,,1386017499,
traditional,osm,CYS41 Datacenter,,Microsoft,US,41.124403,-104.897015,exact,,,,,,,,,,,1386017500,
traditional,osm,CYS42 Datacenter,,Microsoft,US,41.125382,-104.908889,exact,,,,,,,,,,,1386017501,
ai,osm+epoch,xAI Macrohard Colossus 2,Colossus 2,SpaceXAI,US,34.997983,-90.034867,exact,946.0,1111672,"B200, B300","Anthropic, Cursor, SpaceXAI",,35.836372,"5420 Tulane Rd, Memphis, TN 38109",,Memphis,,1386926534,yes
traditional,osm,Yondr - Rechenzentrum,,Yondr Group,DE,49.99088,8.337049,exact,,,,,,,,,Bischofsheim,,1386936296,
traditional,osm,DMO,,,DE,52.131466,7.700066,exact,,,,,,,,,Greven,,1387027829,
traditional,osm,,,,US,35.568135,-95.512417,exact,,,,,,,,,,,1387080629,
traditional,osm,Mega IDC,,,HK,22.29487,114.274519,exact,,,,,,,,,,,1387121625,
traditional,osm,True North Data Centers,,True North Data Solutions,US,39.043613,-77.537262,exact,,,,,,,,,,,1387391200,
traditional,osm,TikTok Data Center,,True North Data Solutions,US,39.044254,-77.537958,exact,,,,,,,,,Leesburg,NOVEC (co-op),1387391201,
traditional,osm,,,,LS,-29.306469,27.476732,exact,,,,,,,,,,,1387425735,
traditional,osm,,,,IT,45.353661,9.309919,exact,,,,,,,,,,,1387957696,
traditional,osm,临沂华为大数据中心,,,CN,35.010876,118.423288,exact,,,,,,,,,,,1390911809,
traditional,osm,Encompass Minneapolis Facility,,Encompass,US,45.132157,-93.095616,exact,,,,,,,,,Lino Lakes,,1391966326,
traditional,osm,,,,US,38.9392,-94.860185,exact,,,,,,,,,Olathe,,1392657385,
traditional,osm,Plus Ultra Groningen,,,NL,53.245196,6.529192,exact,,,,,,,,,,,1392760295,
traditional,osm,Microsoft,,Microsoft,SE,60.635104,16.734196,exact,,,,,,,,,,,1394183837,
traditional,osm,Datacenter Ingeniero José Luis Massera,,ANTEL,UY,-34.72514,-55.947255,exact,,,,,,,,,Pando,,1394574558,
traditional,osm,Building 1,,,FR,48.955067,8.180423,exact,,,,,,,,,,,1395517750,
traditional,osm,Building 2,,,FR,48.955309,8.180694,exact,,,,,,,,,,,1395517751,
traditional,osm,CDG1,,CloudHQ,FR,48.596785,2.409143,exact,,,,,,,,,,,1409758368,
traditional,osm,,,EdgeConneX,NL,52.283215,4.767252,exact,,,,,,,,,,,1409870526,
traditional,osm,,,,NL,52.2846,4.768129,exact,,,,,,,,,,,1409870527,
traditional,osm,Nieuwbouw datacenter QTS,,Quality Technology Services,NL,53.439256,6.853542,exact,,,,,,,,,,,1410560542,
traditional,osm,,,Oppidan,US,40.052673,-83.127424,exact,,,,,,,,,,,1411056682,
traditional,osm,SK브로드밴드 IDC,,SK브로드밴드,KR,37.475794,126.887834,exact,,,,,,,,,서울특별시,,1413213983,
traditional,osm,百度云计算（阳泉）中心,,,CN,37.859732,113.622505,exact,,,,,,,,,,,1413300448,
traditional,osm,,,,CN,37.857912,113.622848,exact,,,,,,,,,,,1413300449,
traditional,osm,,,,CN,37.858,113.621445,exact,,,,,,,,,,,1413300450,
traditional,osm,GTD Centro de Datos Lurín,,,PE,-12.257812,-76.824351,exact,,,,,,,,,,,1413526738,
traditional,osm,Cirion Centro de Datos LIM2,,,PE,-12.258067,-76.825836,exact,,,,,,,,,,,1413526741,
traditional,osm,,,,CO,7.095757,-73.126882,exact,,,,,,,,,,,1413583579,
traditional,osm,中国电信智慧城市数据中心,,,CN,23.00775,113.050978,exact,,,,,,,,,,,1414403072,
traditional,osm,中国电信佛山（开普勒）华南数据中心,,,CN,23.038812,113.046499,exact,,,,,,,,,,,1414549397,
traditional,osm,,,,US,44.189237,-105.61048,exact,,,,,,,,,,,1414729942,
traditional,osm,Verizon Glasgow GLSGGB,,,GB,55.85835,-4.269108,exact,,,,,,,,,,,1414750854,
traditional,osm,,,,SI,46.558661,14.929421,exact,,,,,,,,,,,1416696144,
traditional,osm,Colt FRA3,,,DE,50.124526,8.587564,exact,,,,,,,,,Frankfurt am Main,,1417621831,
traditional,osm,State of Montana Data Center,,State of Montana,US,46.406885,-105.820697,exact,,,,,,,,,,,1417637306,
traditional,osm,Noovle DC Rivoli,,Noovle S.p.A,IT,45.062553,7.551018,exact,,,,,,,,,Rivoli,,1419931331,
traditional,osm,Cologix,,Cologix,CA,45.480786,-73.769792,exact,,,,,,,,MTL8-H,Montréal,,1420458489,
traditional,osm,Switch Las Vegas 14,,Switch,US,36.065208,-115.222045,exact,,,,,,,,14,,,1421212901,
traditional,osm,Google,,Google,US,41.339139,-96.084657,exact,,,,,,,,,,,1422101108,
traditional,osm,Google,,Google,US,41.341935,-96.087701,exact,,,,,,,,,,,1422101112,
traditional,osm,Google,,Google,US,41.345501,-96.093655,exact,,,,,,,,,,,1422101116,
traditional,osm,,,,US,46.012321,-98.573098,exact,,,,,,,,,,,1422191468,
traditional,osm,,,,US,46.012399,-98.573742,exact,,,,,,,,,,,1422191469,
traditional,osm,,,,US,46.013502,-98.571671,exact,,,,,,,,,,,1422191470,
traditional,osm,,,,US,46.013489,-98.571106,exact,,,,,,,,,,,1422191471,
traditional,osm,,,,US,46.013508,-98.572299,exact,,,,,,,,,,,1422191472,
traditional,osm,,,,US,46.013523,-98.5729,exact,,,,,,,,,,,1422191473,
traditional,osm,,,,US,46.013531,-98.574046,exact,,,,,,,,,,,1422191474,
traditional,osm,,,,US,46.013516,-98.57349,exact,,,,,,,,,,,1422191475,
traditional,osm,,,,US,46.012395,-98.572618,exact,,,,,,,,,,,1422191476,
traditional,osm,,,,US,46.012641,-98.574463,exact,,,,,,,,,,,1422191477,
traditional,osm,,,Telehouse,DE,50.095649,8.62835,exact,,,,,,,,,,,1423647898,
traditional,osm,Data Center L7,,,CL,-33.41024,-70.75238,exact,,,,,,,,,,,1424249774,
traditional,osm,QTS NAL 2 DC1,,Quality Technology Services,US,40.055736,-82.756501,exact,,,,,,,,,New Albany,,1425043212,
traditional,osm,QTS NAL 2 DC2,,Quality Technology Services,US,40.053078,-82.756634,exact,,,,,,,,,New Albany,,1425043213,
traditional,osm,QTS NAL1 DC2,,Quality Technology Services,US,40.063613,-82.758227,exact,,,,,,,,,New Albany,,1425043214,
traditional,osm,QTS NAL1 DC1,,Quality Technology Services,US,40.065001,-82.758131,exact,,,,,,,,,New Albany,,1425043215,
traditional,osm,,,,US,41.795377,-88.246965,exact,,,,,,,,,,,1426146790,
traditional,osm,Gradbišče ARNES,,ARNES,SI,46.565488,15.606832,exact,,,,,,,,,,,1426151922,
traditional,osm,,,,FR,48.365772,1.443489,exact,,,,,,,,,,,1426216015,
ai,osm+epoch,Google,Google Red Oak,Google,US,32.539004,-96.793207,exact,77.0,108135,"TPU v6e, TPU v7",,,2.9169140000000002,"330 Austin Blvd, Red Oak, TX 75154",,,,1426525184,yes
traditional,osm,Compass Data Center,,,US,32.545504,-96.802207,exact,,,,,,,,,,,1426525212,
traditional,osm,Compass Data Center,,,US,32.544192,-96.802189,exact,,,,,,,,,,,1426525213,
traditional,osm,Compass Data Center,,,US,32.542899,-96.802194,exact,,,,,,,,,,,1426525214,
traditional,osm,Compass Data Center,,,US,32.541589,-96.802207,exact,,,,,,,,,,,1426525215,
traditional,osm,Compass Data Center,,,US,32.540276,-96.80222,exact,,,,,,,,,,,1426525216,
traditional,osm,Compass Data Center,,,US,32.542676,-96.793719,exact,,,,,,,,,,,1426525217,
traditional,osm,Compass Data Center,,,US,32.543994,-96.793719,exact,,,,,,,,,,,1426525218,
traditional,osm,Compass Data Center,,,US,32.545299,-96.793756,exact,,,,,,,,,,,1426525219,
traditional,osm,Compass Data Center,,,US,32.543961,-96.788398,exact,,,,,,,,,,,1426525220,
traditional,osm,Compass Data Center,,,US,32.545292,-96.788382,exact,,,,,,,,,,,1426525221,
traditional,osm,万国数据（深圳福田数据中心）,,万国数据,HK,22.505732,114.053746,exact,,,,,,,,,深圳,,1426560484,
traditional,osm,Amazon IAD-168,,Amazon Web Services,US,38.92314,-77.424977,exact,,,,,,,,IAD-168,Herndon,,1426663252,
traditional,osm,Amazon IAD-500,,Amazon Web Services,US,38.936464,-77.42468,exact,,,,,,,,IAD-500,Herndon,,1426663253,
traditional,osm,宝观移动通信枢纽楼,,中国移动,CN,22.689692,114.061164,exact,,,,,,,,,,,1426695931,
traditional,osm,深圳联通 同乐IDC,,中国联通,CN,22.722319,114.316665,exact,,,,,,,,,,,1426699261,
traditional,osm,,,Valorem,FR,16.318189,-61.723281,exact,,,,,,,,,,,1426724849,
traditional,osm,,,Valorem,FR,16.317878,-61.723909,exact,,,,,,,,,,,1426724850,
traditional,osm,Rio AI City,,,BR,-22.966056,-43.37629,exact,,,,,,,,,,,1427547793,
traditional,osm,Google NBY-7,,Google,US,40.053939,-82.763919,exact,,,,,,,,,,,1427613543,
traditional,osm,Vantage Building 1,,Vantage,US,40.102498,-82.746952,exact,,,,,,,,,New Albany,,1427613544,
traditional,osm,Vantage Building 2,,Vantage,US,40.10053,-82.747119,exact,,,,,,,,,New Albany,,1427613545,
traditional,osm,Vantage Building 3,,Vantage,US,40.098762,-82.747245,exact,,,,,,,,,New Albany,,1427613546,
traditional,osm,Microsoft Datacenter,,Microsoft,NL,52.78304,5.025355,exact,,,,,,,,,,,1428523639,
traditional,osm,,,,SE,60.611969,15.609748,exact,,,,,,,,,,,1429100101,
traditional,osm,Microsoft,,Microsoft,US,47.238593,-119.887415,exact,,,,,,,,,,,1429883881,
traditional,osm,,,,US,32.596305,-90.089258,exact,,,,,,,,,,,1430720170,
traditional,osm,,,,US,32.594462,-90.098001,exact,,,,,,,,,,,1430720171,
traditional,osm,,,,US,32.594476,-90.094412,exact,,,,,,,,,,,1430720172,
traditional,osm,,,,US,32.59605,-90.094427,exact,,,,,,,,,,,1430720173,
traditional,osm,,,,US,32.596039,-90.098011,exact,,,,,,,,,,,1430720174,
traditional,osm,Stack Infrastructure MEL01A,,Stack Infrastructure,AU,-37.81996,144.747642,exact,,,,,,,,MEL01A,,,1431195819,
traditional,osm,Amazon Web Services,,Amazon Web Services,AU,-37.838017,144.755673,exact,,,,,,,,,,,1431195822,
traditional,osm,Microsoft MEL05,,Microsoft,AU,-37.821336,144.857429,exact,,,,,,,,MEL05,,,1431195848,
traditional,osm,Araguaney,,Telefonica,CO,5.4159,-72.294786,exact,,,,,,,,001,,,1431413742,
traditional,osm,,,,MY,1.703383,103.413404,exact,,,,,,,,,,,1432337885,
traditional,osm,,,,MY,1.693983,103.419047,exact,,,,,,,,,,,1432337898,
traditional,osm,,,,MY,1.692135,103.412377,exact,,,,,,,,,,,1432337899,
traditional,osm,,,,MY,1.693099,103.417925,exact,,,,,,,,,,,1432337900,
traditional,osm,,,,MY,1.692396,103.417064,exact,,,,,,,,,,,1432337901,
traditional,osm,,,,MY,1.697726,103.411731,exact,,,,,,,,,,,1432337902,
traditional,osm,,,,MY,1.698487,103.412533,exact,,,,,,,,,,,1432337903,
traditional,osm,,,,MY,1.69994,103.412861,exact,,,,,,,,,,,1432337904,
traditional,osm,,,,MY,1.697561,103.407665,exact,,,,,,,,,,,1432337905,
traditional,osm,,,,MY,1.704604,103.412434,exact,,,,,,,,,,,1432337908,
traditional,osm,,,,MY,1.702992,103.4103,exact,,,,,,,,,,,1432337909,
traditional,osm,,,,MY,1.701918,103.408993,exact,,,,,,,,,,,1432337910,
traditional,osm,,,,MY,1.698816,103.410693,exact,,,,,,,,,,,1432337911,
traditional,osm,,,,MY,1.694238,103.420834,exact,,,,,,,,,,,1432337912,
traditional,osm,,,,US,29.44968,-98.714404,exact,,,,,,,,,,,1432637060,
traditional,osm,,,,US,29.450931,-98.713908,exact,,,,,,,,,,,1432637061,
traditional,osm,,,,US,29.45223,-98.714064,exact,,,,,,,,,,,1432637062,
traditional,osm,DC Noovle Cebrosa,,Noovle S.p.A.,IT,45.146322,7.742318,exact,,,,,,,,,,,1433345058,
traditional,osm,Viettel IDC Hòa Lạc,,Viettel,VN,20.999707,105.541858,exact,,,,,,,,,,,1433534671,
traditional,osm,Centro de datos ODATA QR03,,ODATA,MX,20.534623,-100.236323,exact,,,,,,,,,,,1433631456,
traditional,osm,Centro de datos ODATA QR01,,ODATA,MX,20.587697,-100.199248,exact,,,,,,,,,,,1433637473,
traditional,osm,CENTRO CONCILIACION DE LA UNIVERSIDAD DE SANTANDER,,,CO,10.478405,-73.247339,exact,,,,,,,,,,,1433879104,
traditional,osm,Programa desarrollo y paz del Cesar,,,CO,10.478457,-73.24748,exact,,,,,,,,,,,1433879105,
traditional,osm,,,,US,39.322631,-94.594795,exact,,,,,,,,,,,1433936352,
traditional,osm,,,,RU,55.603738,37.64216,exact,,,,,,,,,,,1435983810,
traditional,osm,CNT - Nodo Bastión CTG,,,EC,-2.106194,-79.929997,exact,,,,,,,,,,,1437038742,
traditional,osm,Southern Highlands Data Campus,,Cloud Carrier,AU,-34.51542,150.369737,exact,,,,,,,,DB1,,,1441542602,
traditional,osm,Equinix SY7 - Sydney,,Equinix,AU,-34.463518,150.85693,exact,,,,,,,,SY7,,,1441543300,
traditional,osm,LEDC - ABX1 - Albury,,Leading Edge Data Centres,AU,-36.071258,146.955215,exact,,,,,,,,ABX1,,,1441547266,
traditional,osm,LEDC - NTL1 - Newcastle,,Leading Edge Data Centres,AU,-32.883225,151.730595,exact,,,,,,,,NTL1,,,1441548716,
traditional,osm,LEDC - DBO1 - Dubbo,,Leading Edge Data Centres,AU,-32.241071,148.58149,exact,,,,,,,,DBO1,,,1441548719,
traditional,osm,LEDC - CFS1 - Coffs Harbour,,Leading Edge Data Centres,AU,-30.314403,153.117028,exact,,,,,,,,CFS1,,,1441548723,
traditional,osm,Blockfusion Niagra Falls,,,US,43.082405,-79.003228,exact,,,,,,,,,Niagara Falls,,1442054199,
