source,locality,name,operator,operator_confidence,operator_raw,operator_osm,osm_ref,status,sq_ft,mw,utility,utility_confidence,utility_candidates,utility_boundary_m,self_generation,self_generation_source,parcel_id,zoning_case,lon,lat
pw_building,Prince William County,Iron Mountain Manassas Point DC1,Iron Mountain,matched,,,,Planned,580035,,NOVEC (co-op),unambiguous,,2886,yes (air permit),DEQ 74115 [operating],7596-79-3589,,-77.537484,38.783656
pw_building,Prince William County,Iron Mountain Manassas Point DC3,Iron Mountain,matched,,,,Planned,580035,,NOVEC (co-op),unambiguous,,2906,,,7596-89-0058,,-77.535494,38.783019
pw_building,Prince William County,Iron Mountain Manassas Point DC2,Iron Mountain,matched,,,,Planned,580035,,NOVEC (co-op),unambiguous,,3042,,,7596-79-3589,,-77.535864,38.784583
pw_building,Prince William County,Amazon AWS IAD-7,Amazon (AWS),matched,,Amazon Web Services,Amazon IAD-7,Completed,167193,,NOVEC (co-op),unambiguous,,3338,yes (air permit),DEQ 73741 [operating],7597-72-1867,,-77.537822,38.791291
pw_building,Prince William County,Amazon AWS IAD-14,Amazon (AWS),matched,,Amazon Web Services,IAD14,Planned,199003,,NOVEC (co-op),unambiguous,,2517,yes (air permit),DEQ 73995 [operating],7597-42-2107,,-77.548222,38.789769
pw_building,Prince William County,Amazon AWS IAD-11,Amazon (AWS),matched,,Amazon Web Services,Amazon IAD11,Completed,167145,,NOVEC (co-op),unambiguous,,3078,yes (air permit),DEQ 73741 [operating],7597-62-3841,,-77.541124,38.790574
pw_building,Prince William County,Amazon AWS IAD-24,Amazon (AWS),matched,,Amazon Web Services,IAD24,Completed,41786,,NOVEC (co-op),unambiguous,,3175,yes (air permit),DEQ 73741 [operating],7597-62-3841,,-77.540022,38.790408
pw_building,Prince William County,Amazon AWS IAD-52,Amazon (AWS),matched,,Amazon Web Services,IAD52,Planned,226123,,NOVEC (co-op),unambiguous,,2446,yes (air permit),DEQ 73995 [operating],7597-42-1456,,-77.548455,38.79122
pw_building,Prince William County,Amazon AWS IAD-59,Amazon (AWS),matched,,Amazon Web Services,IAD59,Planned,226132,,NOVEC (co-op),unambiguous,,2408,yes (air permit),DEQ 73995 [operating],7597-42-1395,,-77.548523,38.792314
pw_building,Prince William County,Microsoft Azure MNZ01,Microsoft,matched,,,,Under Review,566280,,NOVEC (co-op),unambiguous,,3708,yes (air permit),DEQ 74237 [planned],7597-85-1215,,-77.532717,38.798555
pw_building,Prince William County,Microsoft Azure MNZ02,Microsoft,matched,,,,Planned,566280,,NOVEC (co-op),unambiguous,,3512,yes (air permit),DEQ 74237 [planned],7597-85-1215,,-77.534999,38.798972
pw_building,Prince William County,Aligned Data Centers IAD05,Aligned,matched,,,,Planned,432742,,NOVEC (co-op),unambiguous,,4129,,,7597-95-8953,,-77.527876,38.798844
pw_building,Prince William County,Microsoft Azure 3,Microsoft,matched,,,,Pending,633333,,NOVEC (co-op),unambiguous,,357,,,7497-43-7416,REZ1958-0021,-77.582206,38.794439
pw_building,Prince William County,Amazon AWS IAD A,Amazon (AWS),matched,,Amazon Web Services,,Under Construction,258716,,NOVEC (co-op),unambiguous,,923,yes (air permit),DEQ 74342 [planned],7497-41-7199,REZ1958-0021,-77.58191,38.789307
pw_building,Prince William County,Amazon AWS IAD B,Amazon (AWS),matched,,,,Planned,316065,,NOVEC (co-op),unambiguous,,720,yes (air permit),DEQ 74342 [planned],7497-32-5305,REZ1958-0021,-77.586175,38.790742
pw_building,Prince William County,Corscale Gainesville Crossing 1,Microsoft,osm_tag,,Microsoft,1,Completed,600000,,Dominion (VEPCO),unambiguous,,433,yes (air permit),DEQ 74241 [operating],7497-46-2858,REZ2018-00008,-77.582389,38.802511
pw_building,Prince William County,Corscale Gainesville Crossing 3,Microsoft,osm_tag,,Microsoft,2,Under Construction,600000,,Dominion (VEPCO),unambiguous,,223,yes (air permit),DEQ 74349 [planned],7497-45-9757,REZ2018-00008,-77.580631,38.799568
pw_building,Prince William County,Corscale Gainesville Crossing 5,Corscale Gainesville Crossing 5,unresolved,,,,Planned,600000,,NOVEC (co-op),unambiguous_near_boundary,,6,yes (air permit),DEQ 74349 [planned],7497-57-7904,REZ2018-00008,-77.577534,38.803663
pw_building,Prince William County,Corscale Gainesville Crossing 4,Corscale Gainesville Crossing 4,unresolved,,,,Planned,600000,,Dominion (VEPCO),unambiguous_near_boundary,,91,yes (air permit),DEQ 74349 [planned],7497-55-7796,REZ2018-00008,-77.577639,38.800684
pw_building,Prince William County,Corscale Gainesville Crossing 2,Microsoft,osm_tag,,Microsoft,2,Completed,480200,,Dominion (VEPCO),unambiguous,,243,yes (air permit),DEQ 74241 [operating],7497-45-3874,REZ2018-00008,-77.583409,38.799947
pw_building,Prince William County,Iron Mountain Data Center VA-10,Iron Mountain,matched,,Iron Mountain,,Completed,33574,,NOVEC (co-op),unambiguous,,1504,yes (air permit),DEQ 74278 [operating],7596-64-6285,,-77.539801,38.769746
pw_building,Prince William County,Microsoft Azure MNZ03,Microsoft,matched,,,,Under Construction,312931,,NOVEC (co-op),unambiguous,,2050,yes (air permit),DEQ 74236 [operating],7496-88-1217,,-77.569211,38.779815
pw_building,Prince William County,Microsoft Azure MNZ04,Microsoft,matched,,,,Planned,310856,,NOVEC (co-op),unambiguous,,2157,yes (air permit),DEQ 74236 [operating],7496-88-1217,,-77.56986,38.778697
pw_building,Prince William County,Microsoft Azure MNZ05,Microsoft,matched,,,,Planned,310856,,NOVEC (co-op),unambiguous,,2091,yes (air permit),DEQ 74236 [operating],7496-88-1217,,-77.570279,38.777741
pw_building,Prince William County,Microsoft Azure MNZ06,Microsoft,matched,,,,Planned,495709,,NOVEC (co-op),unambiguous,,2025,yes (air permit),DEQ 74236 [operating],7496-88-1217,,-77.570819,38.776848
pw_building,Prince William County,Yondr Bristow Campus Building 1,Yondr,matched_osm_differs,,Google,,Completed,324580,,NOVEC (co-op),unambiguous,,2382,yes (air permit),DEQ 74216 [operating],7496-47-2405,REZ2017-00023,-77.582242,38.775964
pw_building,Prince William County,Yondr Bristow Campus Building 2,Yondr,matched_osm_differs,,Google,,Completed,288530,,NOVEC (co-op),unambiguous,,2417,yes (air permit),DEQ 74216 [operating],7496-47-2405,REZ2017-00023,-77.584757,38.775045
pw_building,Prince William County,Yondr Bristow Campus Building 3,Yondr,matched_osm_differs,,Google,,Under Construction,288530,,NOVEC (co-op),unambiguous,,1999,yes (air permit),DEQ 74216 [operating],7496-47-2405,REZ2017-00023,-77.585723,38.779247
pw_building,Prince William County,Digital Realty VA4,Digital Realty,matched,,Digital Realty,,Completed,227465,,NOVEC (co-op),unambiguous,,1964,,,7496-07-8757,REZ1958-0021,-77.595118,38.777925
pw_building,Prince William County,Village Place Technology Park Bldg 4,Amazon Web Services,osm_tag,,Amazon Web Services,,Under Construction,252966,,Dominion (VEPCO),unambiguous,,819,yes (air permit),DEQ 74277 [operating],7397-36-1468,,-77.622023,38.802843
pw_building,Prince William County,Village Place Technology Park Bldg 3,Amazon Web Services,osm_tag,,Amazon Web Services,,Under Construction,253470,,Dominion (VEPCO),unambiguous,,788,yes (air permit),DEQ 74277 [operating],7397-36-2834,,-77.62096,38.801912
pw_building,Prince William County,Village Place Technology Park Bldg 2,Amazon Web Services,osm_tag,,Amazon Web Services,,Under Construction,253816,,Dominion (VEPCO),unambiguous,,777,yes (air permit),DEQ 74277 [operating],7397-35-5597,,-77.620286,38.801371
pw_building,Prince William County,Village Place Technology Park Bldg 1,Amazon Web Services,osm_tag,,Amazon Web Services,,Under Construction,217917,,Dominion (VEPCO),unambiguous,,882,yes (air permit),DEQ 74277 [operating],7397-35-8363,,-77.620053,38.799835
pw_building,Prince William County,NTT Grove at Gainesville VA10,NTT / RagingWire,matched_osm_differs,,NTT,VA11,Under Construction,560942,,Dominion (VEPCO),unambiguous,,703,yes (air permit),DEQ 74260 [operating],7397-56-8403,,-77.610006,38.799818
pw_building,Prince William County,NTT Grove at Gainesville VA12,NTT / RagingWire,matched_osm_differs,,NTT,VA11,Planned,580498,,Dominion (VEPCO),unambiguous,,536,yes (air permit),DEQ 74260 [operating],7397-56-8403,,-77.612728,38.801024
pw_building,Prince William County,NTT Grove at Gainesville VA13,NTT / RagingWire,matched,,,,Planned,557012,,Dominion (VEPCO),unambiguous,,381,yes (air permit),DEQ 74260 [operating],7397-56-8403,,-77.614816,38.802576
pw_building,Prince William County,NTT Grove at Gainesville VA11,NTT / RagingWire,matched_osm_differs,,NTT,VA11,Under Construction,580498,,Dominion (VEPCO),unambiguous,,617,yes (air permit),DEQ 74260 [operating],7397-56-8403,,-77.611335,38.800449
pw_building,Prince William County,Amazon AWS IAD-55,Amazon (AWS),matched,,Amazon Web Services,IAD55,Completed,230150,,Dominion (VEPCO),unambiguous,,207,yes (air permit),DEQ 74052 [operating],7298-51-5907,,-77.648606,38.81557
pw_building,Prince William County,Amazon AWS IAD 15445 John Marshall,Amazon (AWS),matched,,Amazon Web Services,,Completed,141592,,Dominion (VEPCO),unambiguous,,332,yes (air permit),DEQ 74052 [operating],7298-41-4524,,-77.652055,38.816847
pw_building,Prince William County,Amazon AWS IAD-64,Amazon (AWS),matched,,Amazon Web Services,IAD64,Completed,147187,,Dominion (VEPCO),unambiguous_near_boundary,,134,yes (air permit),DEQ 74052 [operating],7298-41-4524,,-77.65282,38.815099
pw_building,Prince William County,Amazon AWS IAD-84,Amazon (AWS),matched,,Amazon,,Completed,147187,,Dominion (VEPCO),unambiguous,,230,yes (air permit),DEQ 74052 [operating],7298-41-4524,,-77.652378,38.81594
pw_building,Prince William County,Amazon AWS IAD-64 Ext,Amazon (AWS),matched,,Amazon Web Services,,Completed,17421,,Dominion (VEPCO),unambiguous_near_boundary,,86,yes (air permit),DEQ 74052 [operating],7298-41-4524,,-77.65416,38.814564
pw_building,Prince William County,Wellington Glen Technology Park,Wellington Glen Technology Park,unresolved,,,,Planned,475000,,NOVEC (co-op),unambiguous,,1116,yes (air permit),DEQ 74278 [operating],7596-54-4132,,-77.545562,38.768969
pw_building,Prince William County,Amazon AWS IAD B,Amazon (AWS),matched,,Amazon Web Services,,Under Construction,248483,,NOVEC (co-op),unambiguous,,897,yes (air permit),DEQ 74342 [planned],7497-41-7199,REZ1958-0021,-77.579838,38.789471
pw_building,Prince William County,Amazon AWS IAD C,Amazon (AWS),matched,,Amazon Web Services,,Under Construction,218391,,NOVEC (co-op),unambiguous,,801,yes (air permit),DEQ 74342 [planned],7497-41-7199,REZ1958-0021,-77.581638,38.790388
pw_building,Prince William County,Amazon AWS IAD D,Amazon (AWS),matched,,Amazon Web Services,,Planned,218391,,NOVEC (co-op),unambiguous,,698,yes (air permit),DEQ 74342 [planned],7497-41-7199,REZ1958-0021,-77.581368,38.791304
pw_building,Prince William County,Amazon AWS IAD A,Amazon (AWS),matched,,,,Planned,244166,,NOVEC (co-op),unambiguous,,618,,,7497-32-5305,REZ1958-0021,-77.587952,38.791894
pw_building,Prince William County,Microsoft Azure 1,Microsoft,matched,,,,Pending,633333,,NOVEC (co-op),unambiguous,,244,yes (air permit),DEQ 74349 [planned],7497-43-7416,REZ1958-0021,-77.584734,38.795186
pw_building,Prince William County,Microsoft Azure 6,Microsoft,matched,,,,Pending,633333,,NOVEC (co-op),unambiguous,,454,yes (air permit),DEQ 74342 [planned],7497-43-7416,REZ1958-0021,-77.578696,38.793418
pw_building,Prince William County,Microsoft Azure 2,Microsoft,matched,,,,Pending,633333,,NOVEC (co-op),unambiguous,,327,,,7497-43-7416,REZ1958-0021,-77.583301,38.794784
pw_building,Prince William County,Microsoft Azure 5,Microsoft,matched,,,,Pending,633333,,NOVEC (co-op),unambiguous,,419,yes (air permit),DEQ 74342 [planned],7497-43-7416,REZ1958-0021,-77.579903,38.793765
pw_building,Prince William County,Microsoft Azure 4,Microsoft,matched,,,,Pending,633333,,NOVEC (co-op),unambiguous,,389,,,7497-43-7416,REZ1958-0021,-77.580964,38.794066
pw_building,Prince William County,Devlin Technology Park G,Devlin Technology Park G,unresolved,,,,Planned,222950,,NOVEC (co-op),unambiguous,,1147,,,7496-63-4453,,-77.574557,38.766599
pw_building,Prince William County,Devlin Technology Park D,Devlin Technology Park D,unresolved,,,,Planned,222950,,NOVEC (co-op),unambiguous,,1308,,,7496-63-4453,,-77.576752,38.767259
pw_building,Prince William County,Devlin Technology Park F,Devlin Technology Park F,unresolved,,,,Planned,222950,,NOVEC (co-op),unambiguous,,974,,,7496-63-4453,,-77.575756,38.764072
pw_building,Prince William County,Devlin Technology Park C,Devlin Technology Park C,unresolved,,,,Planned,222950,,NOVEC (co-op),unambiguous,,1160,,,7496-63-4453,,-77.57795,38.764732
pw_building,Prince William County,Devlin Technology Park E,Devlin Technology Park E,unresolved,,,,Planned,222950,,NOVEC (co-op),unambiguous,,880,,,7496-63-4453,,-77.576822,38.761814
pw_building,Prince William County,Devlin Technology Park B,Devlin Technology Park B,unresolved,,,,Planned,222950,,NOVEC (co-op),unambiguous,,1081,,,7496-63-4453,,-77.579016,38.762474
pw_building,Prince William County,Devlin Technology Park A,Devlin Technology Park A,unresolved,,,,Planned,222950,,NOVEC (co-op),unambiguous,,955,,,7496-63-4453,,-77.578641,38.760722
pw_building,Prince William County,Devlin Technology Park H,Devlin Technology Park H,unresolved,,,,Planned,222950,,NOVEC (co-op),unambiguous,,1343,,,7496-63-4453,,-77.574879,38.76845
pw_building,Prince William County,Innovation on the Parkway,Innovation on the Parkway,unresolved,,,,Planned,576952,,NOVEC (co-op),unambiguous,,769,,,7695-09-7902,,-77.524963,38.753802
pw_building,Prince William County,CloudHQ Manassas Corporate Center 6B,CloudHQ,matched,,CloudHQ,MCC3,Planned,317944,,Dominion (VEPCO),unambiguous,,1107,yes (air permit),DEQ 74107 [operating],7694-95-2326.00,,-77.496039,38.715389
pw_building,Prince William County,CloudHQ Manassas Corporate Center 6C,CloudHQ,matched,,CloudHQ,MCC3,Planned,317944,,Dominion (VEPCO),unambiguous,,1140,yes (air permit),DEQ 74107 [operating],7694-95-2326.00,,-77.496954,38.715732
pw_building,Prince William County,Amazon Colchester Industrial Park 2,Amazon (AWS),matched,,,,Planned,224173,,NOVEC (co-op),unambiguous,,5532,,,7991-45-0874,REZ2024-00006,-77.413239,38.633593
pw_building,Prince William County,Amazon Colchester Industrial Park 1,Amazon (AWS),matched,,,,Planned,224173,,NOVEC (co-op),unambiguous,,5732,,,7991-45-0874,REZ2024-00006,-77.412641,38.630186
pw_building,Prince William County,Amazon Parsons Business Park 3,Amazon (AWS),matched,,,,Planned,227153,,NOVEC (co-op),unambiguous,,5718,,,7891-69-0322,REZ2023-00028,-77.439369,38.645933
pw_building,Prince William County,Amazon Parsons Business Park 1,Amazon (AWS),matched,,,,Planned,171785,,NOVEC (co-op),unambiguous,,5922,,,7891-69-0322,REZ2023-00028,-77.439486,38.644017
pw_building,Prince William County,Amazon Parsons Business Park 2,Amazon (AWS),matched,,,,Planned,227153,,NOVEC (co-op),unambiguous,,5980,,,7891-69-0322,REZ2023-00028,-77.436753,38.643981
pw_building,Prince William County,Amazon Parsons Business Park 4,Amazon (AWS),matched,,,,Planned,227153,,NOVEC (co-op),unambiguous,,5643,,,7891-69-0322,REZ2023-00028,-77.441941,38.646134
pw_building,Prince William County,Amazon Parsons Business Park 5,Amazon (AWS),matched,,,,Planned,227153,,NOVEC (co-op),unambiguous,,5789,,,7891-69-0322,REZ2023-00028,-77.441944,38.644791
pw_building,Prince William County,Gardner Property 4,Gardner Property 4,unresolved,,,,Pending,616620,,Dominion (VEPCO),unambiguous,,758,,,7397-34-3968,,-77.622381,38.796741
pw_building,Prince William County,Ashton Data Center 1,Ashton Data Center 1,unresolved,,,,Pending,300000,,NOVEC (co-op),unambiguous,,1360,,,7696-46-3403,REZ2022-00031,-77.512027,38.771672
pw_building,Prince William County,Piney Branch 1,Piney Branch 1,unresolved,,,,Planned,495709,,NOVEC (co-op),unambiguous,,1781,yes (air permit),DEQ 74236 [operating],7496-68-8838,,-77.573849,38.781631
pw_building,Prince William County,Piney Branch 2,Piney Branch 2,unresolved,,,,Planned,495709,,NOVEC (co-op),unambiguous,,1965,,,7496-68-8838,,-77.575059,38.779927
pw_building,Prince William County,Digital Gateway North,Digital Gateway North,unresolved,,,,Planned,583333,,NOVEC (co-op),unambiguous,,3303,,,,,-77.580782,38.845908
pw_building,Prince William County,Digital Gateway North,Digital Gateway North,unresolved,,,,Planned,583333,,NOVEC (co-op),unambiguous,,3082,,,,,-77.571923,38.841457
pw_building,Prince William County,Compass Datacenters PWC,Compass,matched,,,,Planned,679718,,NOVEC (co-op),unambiguous,,2770,,,,,-77.57011,38.837377
pw_building,Prince William County,Compass Datacenters PWC,Compass,matched,,,,Planned,679718,,NOVEC (co-op),unambiguous,,2709,,,,,-77.576673,38.83945
pw_building,Prince William County,Digital Gateway South,Digital Gateway South,unresolved,,,,Planned,462500,,NOVEC (co-op),unambiguous,,1687,,,,,-77.567469,38.825601
pw_building,Prince William County,Compass Datacenters PWC,Compass,matched,,,,Planned,679718,,NOVEC (co-op),unambiguous,,1334,,,,,-77.583106,38.828132
pw_building,Prince William County,Digital Gateway South,Digital Gateway South,unresolved,,,,Planned,462500,,NOVEC (co-op),unambiguous,,412,,,,,-77.575148,38.815621
pw_building,Prince William County,Compass Datacenters PWC,Compass,matched,,,,Planned,679718,,NOVEC (co-op),unambiguous,,3690,,,,,-77.578077,38.849005
pw_building,Prince William County,Verizon Manassas 7777 Infantry Ridge,Verizon,matched_osm_differs,,Equinix,DC14,Completed,226527,,NOVEC (co-op),unambiguous,,4101,,,7697-47-3772,,-77.512493,38.804886
pw_building,Prince William County,Equinix Manassas DC14,Equinix,matched,,Equinix,DC14,Completed,109800,,NOVEC (co-op),unambiguous,,3889,,,7697-47-7005,REZ1999-0038,-77.51088,38.803329
pw_building,Prince William County,Gardner Property 5,Gardner Property 5,unresolved,,,,Pending,350000,,Dominion (VEPCO),unambiguous,,574,,,7397-34-3968,,-77.619276,38.796354
pw_building,Prince William County,Gardner Property 3,Amazon Web Services,osm_tag,,Amazon Web Services,,Pending,500000,,Dominion (VEPCO),unambiguous,,783,yes (air permit),DEQ 74277 [operating],7397-34-3968,,-77.622793,38.797876
pw_building,Prince William County,Gardner Property 2,Amazon Web Services,osm_tag,,Amazon Web Services,,Pending,350000,,Dominion (VEPCO),unambiguous,,763,yes (air permit),DEQ 74277 [operating],7397-34-3968,,-77.623172,38.798839
pw_building,Prince William County,Gardner Property 1,Amazon Web Services,osm_tag,,Amazon Web Services,,Pending,200000,,Dominion (VEPCO),unambiguous,,747,yes (air permit),DEQ 74277 [operating],7397-34-3968,,-77.623531,38.799846
pw_building,Prince William County,Project Well A,Project Well A,unresolved,,,,Planned,245485,,NOVEC (co-op),unambiguous,,2176,,,7596-08-1375,REZ2025-00026,-77.562939,38.780634
pw_building,Prince William County,Project Well B,Amazon Web Services,osm_tag,,Amazon Web Services,IAD73,Planned,245485,,NOVEC (co-op),unambiguous,,2098,yes (air permit),DEQ 74081 [operating],7496-97-8786,REZ2025-00026,-77.561411,38.779701
pw_building,Prince William County,Ashton Data Center 2,Ashton Data Center 2,unresolved,,,,Pending,300000,,NOVEC (co-op),unambiguous,,1674,,,7696-46-3403,REZ2022-00031,-77.514343,38.77437
pw_building,Prince William County,Hunter Property 1,Hunter Property 1,unresolved,,,,Pending,401000,,NOVEC (co-op),unambiguous,,2426,,,7496-25-7319,,-77.59038,38.770887
pw_building,Prince William County,Hunter Property 2,Google,osm_tag,,Google,,Pending,401000,,NOVEC (co-op),unambiguous,,2491,,,7496-25-7319,,-77.589093,38.772955
pw_building,Prince William County,Hunter Property 7,Google,osm_tag,,Google,,Pending,401000,,NOVEC (co-op),unambiguous,,2240,,,7496-25-7319,,-77.586514,38.771788
pw_building,Prince William County,Hunter Property 6,Google,osm_tag,,Google,,Pending,401000,,NOVEC (co-op),unambiguous,,2238,,,7496-25-7319,,-77.587291,38.771126
pw_building,Prince William County,Hunter Property 5,Hunter Property 5,unresolved,,,,Pending,401000,,NOVEC (co-op),unambiguous,,2220,,,7496-25-7319,,-77.588157,38.770099
pw_building,Prince William County,Hunter Property 4,Hunter Property 4,unresolved,,,,Pending,401000,,NOVEC (co-op),unambiguous,,2230,,,7496-25-7319,,-77.588824,38.769578
pw_building,Prince William County,Hunter Property 3,Hunter Property 3,unresolved,,,,Pending,401000,,NOVEC (co-op),unambiguous,,2242,,,7496-25-7319,,-77.58982,38.768673
pw_building,Prince William County,Hunter Property 8,Hunter Property 8,unresolved,,,,Pending,401000,,NOVEC (co-op),unambiguous,,1728,,,7496-43-8199,,-77.582194,38.768651
pw_building,Prince William County,Hunter Property 9,Hunter Property 9,unresolved,,,,Pending,401000,,NOVEC (co-op),unambiguous,,1654,,,7496-43-8199,,-77.583392,38.766599
pw_building,Prince William County,Hunter Property 10,Hunter Property 10,unresolved,,,,Pending,401000,,NOVEC (co-op),unambiguous,,1518,,,7496-43-8199,,-77.582068,38.765942
pw_building,Prince William County,Digital Gateway South,Digital Gateway South,unresolved,,,,Planned,462500,,NOVEC (co-op),unambiguous_near_boundary,,98,,,,,-77.580621,38.814186
pw_building,Prince William County,Digital Gateway South,Digital Gateway South,unresolved,,,,Planned,462500,,NOVEC (co-op),unambiguous,,272,,,,,-77.581825,38.815755
pw_building,Prince William County,Digital Gateway South,Digital Gateway South,unresolved,,,,Planned,462500,,NOVEC (co-op),unambiguous,,423,,,,,-77.582821,38.817103
pw_building,Prince William County,Digital Gateway South,Digital Gateway South,unresolved,,,,Planned,462500,,NOVEC (co-op),unambiguous,,1339,,,,,-77.568215,38.822023
pw_building,Prince William County,Digital Gateway South,Digital Gateway South,unresolved,,,,Planned,462500,,NOVEC (co-op),unambiguous,,1579,,,,,-77.567728,38.824536
pw_building,Prince William County,Digital Gateway South,Digital Gateway South,unresolved,,,,Planned,462500,,NOVEC (co-op),unambiguous,,1466,,,,,-77.567883,38.823334
pw_building,Prince William County,Digital Gateway North,Digital Gateway North,unresolved,,,,Planned,583333,,NOVEC (co-op),unambiguous,,2986,,,,,-77.580768,38.842994
pw_building,Prince William County,Digital Gateway North,Digital Gateway North,unresolved,,,,Planned,583333,,NOVEC (co-op),unambiguous,,3029,,,,,-77.578708,38.842996
pw_building,Prince William County,Digital Gateway North,Digital Gateway North,unresolved,,,,Planned,583333,,NOVEC (co-op),unambiguous,,3961,,,,,-77.569633,38.849343
pw_building,Prince William County,Digital Gateway North,Digital Gateway North,unresolved,,,,Planned,583333,,NOVEC (co-op),unambiguous,,3286,,,,,-77.571495,38.843344
pw_building,Prince William County,Digital Gateway North,Digital Gateway North,unresolved,,,,Planned,583333,,NOVEC (co-op),unambiguous,,4220,,,,,-77.568799,38.851607
pw_building,Prince William County,Digital Gateway North,Digital Gateway North,unresolved,,,,Planned,583333,,NOVEC (co-op),unambiguous,,3494,,,,,-77.570912,38.845195
pw_building,Prince William County,Digital Gateway North,Digital Gateway North,unresolved,,,,Planned,583333,,NOVEC (co-op),unambiguous,,4432,,,,,-77.558328,38.849773
pw_building,Prince William County,Digital Gateway North,Digital Gateway North,unresolved,,,,Planned,583333,,NOVEC (co-op),unambiguous,,4381,,,,,-77.564009,38.851405
pw_building,Prince William County,Digital Gateway North,Digital Gateway North,unresolved,,,,Planned,583333,,NOVEC (co-op),unambiguous,,4404,,,,,-77.561084,38.85037
pw_building,Prince William County,Digital Gateway North,Digital Gateway North,unresolved,,,,Planned,583333,,NOVEC (co-op),unambiguous,,4089,,,,,-77.561716,38.84753
pw_building,Prince William County,Compass Datacenters PWC,Compass,matched,,,,Planned,679718,,NOVEC (co-op),unambiguous,,3869,,,,,-77.577428,38.850532
pw_building,Prince William County,Compass Datacenters PWC,Compass,matched,,,,Planned,679718,,NOVEC (co-op),unambiguous,,2624,,,,,-77.58108,38.839713
pw_building,Prince William County,Compass Datacenters PWC,Compass,matched,,,,Planned,679718,,NOVEC (co-op),unambiguous,,2493,,,,,-77.580894,38.838468
pw_building,Prince William County,Compass Datacenters PWC,Compass,matched,,,,Planned,679718,,NOVEC (co-op),unambiguous,,2426,,,,,-77.574098,38.835682
pw_building,Prince William County,Compass Datacenters PWC,Compass,matched,,,,Planned,679718,,NOVEC (co-op),unambiguous,,2277,,,,,-77.575927,38.834931
pw_building,Prince William County,Compass Datacenters PWC,Compass,matched,,,,Planned,679718,,NOVEC (co-op),unambiguous,,2001,,,,,-77.582798,38.834285
pw_building,Prince William County,Compass Datacenters PWC,Compass,matched,,,,Planned,679718,,NOVEC (co-op),unambiguous,,2013,,,,,-77.579407,38.833563
pw_building,Prince William County,Compass Datacenters PWC,Compass,matched,,,,Planned,679718,,NOVEC (co-op),unambiguous,,1573,,,,,-77.575432,38.827185
pw_building,Prince William County,Compass Datacenters PWC,Compass,matched,,,,Planned,679718,,NOVEC (co-op),unambiguous,,1790,,,,,-77.575228,38.829399
pw_building,Prince William County,Compass Datacenters PWC,Compass,matched,,,,Planned,679718,,NOVEC (co-op),unambiguous,,1534,,,,,-77.580268,38.829165
pw_building,Prince William County,Compass Datacenters PWC,Compass,matched,,,,Planned,679718,,NOVEC (co-op),unambiguous,,1204,,,,,-77.584238,38.827183
pw_building,Prince William County,Compass Datacenters PWC,Compass,matched,,,,Planned,679718,,NOVEC (co-op),unambiguous,,1030,,,,,-77.579744,38.823411
pw_building,Prince William County,Compass Datacenters PWC,Compass,matched,,,,Planned,679718,,NOVEC (co-op),unambiguous,,890,,,,,-77.582826,38.823673
pw_building,Prince William County,Hornbaker Road 2,Hornbaker Road 2,unresolved,,,,Planned,435760,,NOVEC (co-op),unambiguous,,1498,,,7596-81-5396,REZ2025-00014,-77.533769,38.762603
pw_building,Prince William County,CloudHQ Manassas Corporate Center 8,CloudHQ,matched,,CloudHQ,MCC3,Pending,860788,,Dominion (VEPCO),unambiguous,,878,yes (air permit),DEQ 74107 [operating],7794-06-1635,REZ2026-00032,-77.493979,38.717734
pw_building,Prince William County,Project Industry A,Project Industry A,unresolved,,,,Pending,171758,,NOVEC (co-op),unambiguous,,1828,,,7496-58-4088,REZ2025-00003,-77.579791,38.781103
pw_building,Prince William County,Project Industry B,Project Industry B,unresolved,,,,Pending,171758,,NOVEC (co-op),unambiguous,,1947,,,7496-58-0951,REZ2025-00003,-77.580623,38.780052
pw_building,Prince William County,B,CloudHQ,osm_tag,,CloudHQ,MCC2,Planned,292750,,Dominion (VEPCO),unambiguous,,657,,,7694-78-6585,REZ1987-0021,-77.50183,38.72521
pw_building,Prince William County,C,C,unresolved,,,,Planned,455633,,Dominion (VEPCO),unambiguous,,865,,,7694-68-7035,REZ1987-0021,-77.504124,38.724594
pw_building,Prince William County,A,A,unresolved,,,,Planned,372608,,Dominion (VEPCO),unambiguous,,782,,,7694-69-8742,REZ1987-0021,-77.504724,38.727588
pw_building,Prince William County,Gainesville RLC,Gainesville RLC,unresolved,,,,Planned,989867,,NOVEC (co-op),unambiguous_near_boundary,,144,,,7497-14-5061,REZ1958-0021,-77.593103,38.796813
pw_building,Prince William County,Hansen Farm North,Hansen Farm North,unresolved,,,,Planned,311000,,NOVEC (co-op),unambiguous,,1802,,,7597-11-2534,REZ1958-0034,-77.558614,38.788099
pw_building,Prince William County,Rose East B,Rose East B,unresolved,,,,Planned,265546,,NOVEC (co-op),unambiguous,,2029,,,7596-09-7967,PLN2004-00071,-77.560118,38.783819
pw_building,Prince William County,Rose East A,Rose East A,unresolved,,,,Planned,356640,,NOVEC (co-op),unambiguous,,2092,yes (air permit),DEQ 74081 [operating],7596-09-7967,PLN2004-00071,-77.560528,38.782817
pw_building,Prince William County,Rose West,Rose West,unresolved,,,,Planned,246068,,NOVEC (co-op),unambiguous,,1761,,,7596-09-7967,PLN2004-00071,-77.562558,38.785357
