provider_id,holding_company,technology_code,technology_code_desc,location_count_res,unit_count_res,location_count_bus,unit_count_bus
290007,Alamo Broadband Inc.,40,Cable,41,41,1,1
290007,Alamo Broadband Inc.,50,Fiber to the Premises,1659,1674,55,71
290007,Alamo Broadband Inc.,70,Unlicensed Fixed Wireless,219085,263254,16055,47527
290008,AlignTec Inc.,50,Fiber to the Premises,10,14,0,0
290008,AlignTec Inc.,70,Unlicensed Fixed Wireless,14159,16938,0,0
290008,AlignTec Inc.,71,Licensed Fixed Wireless,1,1,0,0
290009,ALTIUS Communications LLC,70,Unlicensed Fixed Wireless,162493,192764,162493,192764
290009,ALTIUS Communications LLC,72,LBR Fixed Wireless,148455,199181,148455,199181
290010,AMG Technology Investment Group LLC,50,Fiber to the Premises,103541,113067,103541,113067
290010,AMG Technology Investment Group LLC,70,Unlicensed Fixed Wireless,922083,1055721,922083,1055721
290010,AMG Technology Investment Group LLC,71,Licensed Fixed Wireless,1636119,1930202,1636119,1930202
290010,AMG Technology Investment Group LLC,72,LBR Fixed Wireless,534099,711592,534099,711592
290015,"Bear River Communications, LLC",70,Unlicensed Fixed Wireless,8784,10192,8247,9608
290016,"Believe Wireless, LLC",50,Fiber to the Premises,1,1,1,1
290016,"Believe Wireless, LLC",70,Unlicensed Fixed Wireless,512953,785768,512953,785768
290018,Pocomoke Holdings,50,Fiber to the Premises,230,241,230,241
290018,Pocomoke Holdings,70,Unlicensed Fixed Wireless,15018,18573,15018,18573
290018,Pocomoke Holdings,71,Licensed Fixed Wireless,249553,309680,249553,309680
290031,"Computer Techniques, Inc.",50,Fiber to the Premises,29140,31938,29140,31938
290037,"Digital Connections, Inc.",50,Fiber to the Premises,10658,10819,10658,10819
290039,"DMCI Broadband, LLC",50,Fiber to the Premises,2911,2959,2911,2959
290039,"DMCI Broadband, LLC",70,Unlicensed Fixed Wireless,5962,6686,5264,5955
290039,"DMCI Broadband, LLC",71,Licensed Fixed Wireless,16225,17204,16067,17040
290042,"Electronic Corporate Pages, Inc.",70,Unlicensed Fixed Wireless,139789,168973,139789,168973
290052,In The Stix Broadband LLC,50,Fiber to the Premises,577,586,577,586
290052,In The Stix Broadband LLC,70,Unlicensed Fixed Wireless,42097,52216,41498,51583
290052,In The Stix Broadband LLC,72,LBR Fixed Wireless,13652,15733,13582,15657
290053,Innovative Financial Technologies LLC,10,Copper,71,668,71,668
290053,Innovative Financial Technologies LLC,40,Cable,4453,4829,4453,4829
290053,Innovative Financial Technologies LLC,50,Fiber to the Premises,6610,7074,6610,7074
290053,Innovative Financial Technologies LLC,70,Unlicensed Fixed Wireless,121670,150925,120607,149831
290053,Innovative Financial Technologies LLC,72,LBR Fixed Wireless,16387,18500,16377,18489
290057,"Interstate Wireless, Inc.",70,Unlicensed Fixed Wireless,4257,4725,0,0
290058,JMZ Corporation,50,Fiber to the Premises,34925,37504,34925,37504
290058,JMZ Corporation,70,Unlicensed Fixed Wireless,94005,109945,94005,109945
290058,JMZ Corporation,72,LBR Fixed Wireless,38465,44965,38465,44965
290061,Lake Region Technology & Communications LLC,50,Fiber to the Premises,26072,28671,26072,28671
290065,ISP Industries LLC,70,Unlicensed Fixed Wireless,758059,1084734,758059,1084734
290074,Northern Arapaho Tribal Industries,50,Fiber to the Premises,1284,1420,1284,1420
290074,Northern Arapaho Tribal Industries,70,Unlicensed Fixed Wireless,11207,12378,11207,12378
290075,Northwest Open Access Network,50,Fiber to the Premises,2440,3131,1189,3045
290079,"Portative Technologies, LLC",70,Unlicensed Fixed Wireless,3898,4362,3898,4362
290087,Rural Broadband Network Services LLC,70,Unlicensed Fixed Wireless,1014,1210,159,181
290088,San Diego Broadband,70,Unlicensed Fixed Wireless,236525,314394,248996,374788
290091,SmartBurst LLC,70,Unlicensed Fixed Wireless,5173,6006,5153,5986
290091,SmartBurst LLC,72,LBR Fixed Wireless,56,56,56,56
290093,"Declaration Networks Group, Inc.",40,Cable,1308,1588,1308,1588
290093,"Declaration Networks Group, Inc.",50,Fiber to the Premises,2610,3370,2610,3370
290093,"Declaration Networks Group, Inc.",70,Unlicensed Fixed Wireless,121243,158137,121243,158137
290093,"Declaration Networks Group, Inc.",72,LBR Fixed Wireless,16089,18299,16089,18299
290097,"Splash Wireless Internet, LLC",70,Unlicensed Fixed Wireless,29577,36022,29576,36021
290099,"Taos Net, LLC",70,Unlicensed Fixed Wireless,12952,17583,12952,17583
290103,TELE-PAGE Inc.,70,Unlicensed Fixed Wireless,556,658,556,658
290105,Television Association of Republic,40,Cable,342,430,342,430
290105,Television Association of Republic,50,Fiber to the Premises,317,355,317,355
290105,Television Association of Republic,70,Unlicensed Fixed Wireless,1096,1239,1096,1239
290106,The Junction Internet LLC,50,Fiber to the Premises,210,289,210,289
290106,The Junction Internet LLC,70,Unlicensed Fixed Wireless,2274,2498,2274,2498
290106,The Junction Internet LLC,71,Licensed Fixed Wireless,32999,34725,32999,34725
290106,The Junction Internet LLC,72,LBR Fixed Wireless,51478,59046,51478,59046
290108,Tnet Broadband Internet,70,Unlicensed Fixed Wireless,4385,4686,957,1102
290108,Tnet Broadband Internet,72,LBR Fixed Wireless,626,714,626,714
290111,"Viasat, Inc.",60,GSO Satellite,114686800,160048703,113325870,158291672
290118,Webformix Company,70,Unlicensed Fixed Wireless,27685,37308,2,2
290118,Webformix Company,71,Licensed Fixed Wireless,5804,8121,0,0
290118,Webformix Company,72,LBR Fixed Wireless,3210,3848,0,0
290121,Wificow Wyoming Corporation,70,Unlicensed Fixed Wireless,1708,1744,1708,1744
290123,Fluid-Blu Technologies,70,Unlicensed Fixed Wireless,11758,13578,11758,13578
290128,"Kern Valley Wireless, Inc.",70,Unlicensed Fixed Wireless,5759,6301,5712,6255
290128,"Kern Valley Wireless, Inc.",72,LBR Fixed Wireless,1191,1279,1160,1247
300005,"Acme Communications, Inc.",50,Fiber to the Premises,2020,2373,2020,2373
300008,"Airosurf Communications, Inc.",70,Unlicensed Fixed Wireless,52089,64707,52089,64707
300010,"Anvil Communications, Inc.",70,Unlicensed Fixed Wireless,5161,5599,0,0
300015,City of Bagley,40,Cable,555,894,152,264
300016,"Basin 2 Way Radio, Inc.",70,Unlicensed Fixed Wireless,316,353,0,0
300019,"Bluespan Wireless, LLC",70,Unlicensed Fixed Wireless,27997,42572,27997,42572
300020,Borealis Broadband Inc.,70,Unlicensed Fixed Wireless,58430,98739,4059,16918
300024,"Brolly Communications, Inc.",70,Unlicensed Fixed Wireless,7406,8241,7338,8172
300025,Hilbert Communications LLC,50,Fiber to the Premises,25201,29629,25201,29629
300025,Hilbert Communications LLC,70,Unlicensed Fixed Wireless,60830,80304,60830,80304
300025,Hilbert Communications LLC,71,Licensed Fixed Wireless,279129,338593,279129,338593
300025,Hilbert Communications LLC,72,LBR Fixed Wireless,400098,487013,400098,487013
300027,"CTI Networks, Inc.",70,Unlicensed Fixed Wireless,457345,584744,457345,584744
300029,Cirra Networks,70,Unlicensed Fixed Wireless,58684,76903,56250,74417
300031,City of Monticello,50,Fiber to the Premises,4022,5619,4022,5619
300034,Communications Management Group LLC,50,Fiber to the Premises,0,0,155,755
300042,"Critical Hub Networks, Inc.",50,Fiber to the Premises,71354,195030,71354,195030
300043,Cruzio Internet,50,Fiber to the Premises,123,890,123,890
300043,Cruzio Internet,70,Unlicensed Fixed Wireless,86533,140500,86533,140500
300044,GI DI Vertigo Acquisition LLC,50,Fiber to the Premises,0,0,958,4932
300049,Eastern Shore of Virginia Broadband Authority,50,Fiber to the Premises,22724,25188,22724,25188
300057,"Fatbeam Holdings, LLC",50,Fiber to the Premises,16958,19168,465,1117
300066,Hunter Communications & Technologies LLC,40,Cable,171,198,171,198
300066,Hunter Communications & Technologies LLC,50,Fiber to the Premises,88916,113467,88916,113467
300066,Hunter Communications & Technologies LLC,71,Licensed Fixed Wireless,53847,62845,53847,62845
300069,Freeway Networks LLC,70,Unlicensed Fixed Wireless,541,544,0,0
300074,Jo-Carroll Electric Cooperative Inc.,50,Fiber to the Premises,25878,28122,25877,28121
300074,Jo-Carroll Electric Cooperative Inc.,70,Unlicensed Fixed Wireless,11609,12529,11609,12529
300077,"Kansas Broadband Internet, Inc.",70,Unlicensed Fixed Wireless,11670,13764,0,0
300077,"Kansas Broadband Internet, Inc.",72,LBR Fixed Wireless,9339,12435,0,0
300078,Windfield Enterprises LLC,71,Licensed Fixed Wireless,168617,215755,168617,215755
300078,Windfield Enterprises LLC,72,LBR Fixed Wireless,180099,245018,180099,245018
300083,Local Internet Service Company,50,Fiber to the Premises,2799,3681,2799,3681
300085,"Tower Bridge Mobile Holdings, LLC",71,Licensed Fixed Wireless,33568,46358,33568,46358
300086,MCNC,50,Fiber to the Premises,0,0,255,616
300087,Marshall Municipal Utilities,50,Fiber to the Premises,6297,7020,6297,7020
300091,Midwest Energy Cooperative,50,Fiber to the Premises,90098,97586,90098,97586
300092,"Mission Valley Communications, LLC",70,Unlicensed Fixed Wireless,16496,18021,16496,18021
300093,Mosier WiNet LLC,50,Fiber to the Premises,168,218,170,220
300093,Mosier WiNet LLC,70,Unlicensed Fixed Wireless,342,501,351,511
300093,Mosier WiNet LLC,71,Licensed Fixed Wireless,1,1,1,1
300097,"XTel Communications, Inc.",10,Copper,0,0,88,483
300097,"XTel Communications, Inc.",40,Cable,0,0,70,610
300097,"XTel Communications, Inc.",50,Fiber to the Premises,0,0,123,935
300097,"XTel Communications, Inc.",70,Unlicensed Fixed Wireless,0,0,7,49
300107,"Night Owl Wireless, LLC",50,Fiber to the Premises,1117,1247,1117,1247
300107,"Night Owl Wireless, LLC",70,Unlicensed Fixed Wireless,439,465,439,465
300107,"Night Owl Wireless, LLC",72,LBR Fixed Wireless,38,38,38,38
300110,Mohawk Networks LLC,50,Fiber to the Premises,605,745,88,223
300110,Mohawk Networks LLC,70,Unlicensed Fixed Wireless,115,126,3,4
300111,"Northern Network Concepts, Inc.",70,Unlicensed Fixed Wireless,1213,1260,1213,1260
300111,"Northern Network Concepts, Inc.",72,LBR Fixed Wireless,5822,6434,5822,6434
300112,Okanogan County PUD No. 1,50,Fiber to the Premises,522,787,522,787
300112,Okanogan County PUD No. 1,70,Unlicensed Fixed Wireless,10848,12656,10815,12623
300113,Orange S.A.,50,Fiber to the Premises,0,0,10,23
300116,"Pasty.net, Inc.",70,Unlicensed Fixed Wireless,1049,1155,1049,1155
300117,"Peak WiFi, LLC",70,Unlicensed Fixed Wireless,1886,2251,1886,2251
300118,Princeton Electric Plant Board,50,Fiber to the Premises,26,29,193,238
300120,"Professional Value Internet Services, LLC",50,Fiber to the Premises,720,881,720,881
300120,"Professional Value Internet Services, LLC",70,Unlicensed Fixed Wireless,18174,20098,18174,20098
300120,"Professional Value Internet Services, LLC",72,LBR Fixed Wireless,42519,47927,42519,47927
300125,"Richon, Inc.",70,Unlicensed Fixed Wireless,19627,24583,19627,24583
300131,Router12 Networks LLC,40,Cable,509,515,178,180
300131,Router12 Networks LLC,50,Fiber to the Premises,937,1479,214,352
300131,Router12 Networks LLC,70,Unlicensed Fixed Wireless,22861,26223,3497,5143
300132,Royce's Electronics Inc.,70,Unlicensed Fixed Wireless,5399,5878,5399,5878
300132,Royce's Electronics Inc.,72,LBR Fixed Wireless,15465,17905,15465,17905
300135,SDN Communications,50,Fiber to the Premises,0,0,1498,4081
300136,SDWISP,70,Unlicensed Fixed Wireless,862,916,0,0
300138,"SS Ventures, Inc.",50,Fiber to the Premises,538,1686,118,1166
300138,"SS Ventures, Inc.",70,Unlicensed Fixed Wireless,783,1283,119,474
300144,"Siuslaw Broadband, LLC",50,Fiber to the Premises,4705,5893,4705,5893
300149,Southwest Minnesota Broadband Services,50,Fiber to the Premises,4136,4263,4136,4263
300150,"Stratus Networks, Inc.",50,Fiber to the Premises,0,0,102194,151694
300159,"Texas CellNet, Inc.",70,Unlicensed Fixed Wireless,6847,7730,6409,7283
300160,"Texhoma Wireless, LLC",70,Unlicensed Fixed Wireless,31301,35399,31301,35399
300168,VVD Funding LLC,50,Fiber to the Premises,13524,17239,13524,17239
300169,"Virginia Broadband, LLC",70,Unlicensed Fixed Wireless,57750,63859,57750,63859
300170,"Virginia Everywhere, LLC",50,Fiber to the Premises,25263,26088,25263,26088
300170,"Virginia Everywhere, LLC",70,Unlicensed Fixed Wireless,96278,118817,96278,118817
300171,"Visionary Communications, Inc.",50,Fiber to the Premises,49399,55936,49399,55936
300171,"Visionary Communications, Inc.",70,Unlicensed Fixed Wireless,166236,205043,166236,205043
300171,"Visionary Communications, Inc.",71,Licensed Fixed Wireless,91569,109711,91569,109711
300171,"Visionary Communications, Inc.",72,LBR Fixed Wireless,47737,58208,47737,58208
300172,Wireless Internet Corporation,72,LBR Fixed Wireless,229672,284681,229672,284681
300173,WISPRENN,70,Unlicensed Fixed Wireless,87236,98408,87236,98408
300180,"rNetworks, LLC",70,Unlicensed Fixed Wireless,21132,21491,21132,21491
300181,"BEH Communications, LLC",70,Unlicensed Fixed Wireless,7189,8620,7189,8620
300182,Bridger Valley Electric Association Inc.,70,Unlicensed Fixed Wireless,2736,2831,0,0
300186,ICS Advanced Technologies,50,Fiber to the Premises,252,3078,0,0
300186,ICS Advanced Technologies,70,Unlicensed Fixed Wireless,82,85,0,0
300187,RC Wireless Inc.,70,Unlicensed Fixed Wireless,4651,5834,4651,5834
300187,RC Wireless Inc.,71,Licensed Fixed Wireless,24758,32129,24758,32129
300188,Standing Rock Sioux Tribe,71,Licensed Fixed Wireless,3886,4280,1187,1456
300192,"ITC Broadband Operating, LLC",10,Copper,11805,13709,11805,13709
300192,"ITC Broadband Operating, LLC",40,Cable,2417,2744,2417,2744
300192,"ITC Broadband Operating, LLC",50,Fiber to the Premises,57011,65453,57011,65453
300192,"ITC Broadband Operating, LLC",70,Unlicensed Fixed Wireless,14950,16001,14950,16001
300194,Interlakes Wireless LLC,70,Unlicensed Fixed Wireless,1079,1200,926,1046
300194,Interlakes Wireless LLC,71,Licensed Fixed Wireless,370,376,328,334
300194,Interlakes Wireless LLC,72,LBR Fixed Wireless,893,915,893,915
300205,Ruhl Moore Technologies,70,Unlicensed Fixed Wireless,26,45,26,45
310006,Ampersand Technologies LLC,70,Unlicensed Fixed Wireless,43474,46033,42793,45320
310006,Ampersand Technologies LLC,72,LBR Fixed Wireless,82805,91344,82698,91235
310013,Blue Ridge Mountain Electric Membership Corporation,50,Fiber to the Premises,20046,21652,20046,21652
310014,"Blue River Networks, Inc.",70,Unlicensed Fixed Wireless,740,806,740,806
310014,"Blue River Networks, Inc.",71,Licensed Fixed Wireless,234,241,234,241
310015,California Internet,71,Licensed Fixed Wireless,143882,1563143,532663,2325009
310018,"CCT Telecommunications, Inc.",70,Unlicensed Fixed Wireless,0,0,127,328
310022,City of Sandersville,50,Fiber to the Premises,2,2,61,106
310023,"Clarity Telecom, LLC",10,Copper,6353,7049,1402,1640
310023,"Clarity Telecom, LLC",40,Cable,97706,136381,12597,38054
310023,"Clarity Telecom, LLC",50,Fiber to the Premises,249737,331935,24151,74146
310023,"Clarity Telecom, LLC",70,Unlicensed Fixed Wireless,29525,37443,3358,8700
310024,"Clearnetworx, LLC",40,Cable,180,429,180,429
310024,"Clearnetworx, LLC",50,Fiber to the Premises,42799,56027,42799,56027
310024,"Clearnetworx, LLC",70,Unlicensed Fixed Wireless,12818,13835,12818,13835
310026,"Sinch US Holding, Inc.",10,Copper,0,0,3,7
310026,"Sinch US Holding, Inc.",50,Fiber to the Premises,0,0,42,616
310027,"Conifer Communications, Inc.",70,Unlicensed Fixed Wireless,38078,44080,38078,44080
310033,Demopolis CATV Co.,40,Cable,2961,3675,2961,3675
310036,E.L. Automation Inc.,40,Cable,20,70,20,70
310036,E.L. Automation Inc.,50,Fiber to the Premises,2060,2226,2060,2226
310036,E.L. Automation Inc.,70,Unlicensed Fixed Wireless,3569,4055,3569,4055
310036,E.L. Automation Inc.,72,LBR Fixed Wireless,4488,4629,4488,4629
310040,Gtek Communications,70,Unlicensed Fixed Wireless,12149,14137,12149,14137
310040,Gtek Communications,71,Licensed Fixed Wireless,176149,218881,176149,218881
310041,Habersham Electric Membership Corporation,50,Fiber to the Premises,32122,36520,32122,36520
310042,"Helmsco, Inc.",70,Unlicensed Fixed Wireless,57858,76773,57858,76773
310052,"Network Professionals, Inc.",70,Unlicensed Fixed Wireless,20981,25431,20981,25431
310053,New Source Broadband I LLC,70,Unlicensed Fixed Wireless,2163,2286,2163,2286
310053,New Source Broadband I LLC,72,LBR Fixed Wireless,25479,28132,25479,28132
310059,"Redburn Infrastructure, LLC",50,Fiber to the Premises,42,1143,42,1143
310059,"Redburn Infrastructure, LLC",70,Unlicensed Fixed Wireless,210,1005,210,1005
310061,"Salish Networks, Inc.",10,Copper,64,64,0,0
310061,"Salish Networks, Inc.",40,Cable,2099,2193,19,248
310061,"Salish Networks, Inc.",50,Fiber to the Premises,1,1,1,1
310062,Sebewaing Light and Water,50,Fiber to the Premises,605,677,55,55
310063,Signal West LLC,50,Fiber to the Premises,1169,3452,1169,3452
310063,Signal West LLC,70,Unlicensed Fixed Wireless,50120,58553,50120,58553
310065,"Softcom Internet Communications, Inc.",72,LBR Fixed Wireless,44313,50913,2126,3885
310066,"Surf Air Wireless, LLC",50,Fiber to the Premises,252177,274424,252177,274424
310066,"Surf Air Wireless, LLC",72,LBR Fixed Wireless,1659,2020,1659,2020
310067,Surfnet Communications,50,Fiber to the Premises,3455,3919,3455,3919
310067,Surfnet Communications,71,Licensed Fixed Wireless,92979,124095,92979,124095
310078,"Velocity.Net Communications, Inc.",50,Fiber to the Premises,23068,26307,17430,22171
310079,Verso Networks Inc.,70,Unlicensed Fixed Wireless,1092,4472,179,1180
310082,WaveLinc Communications LLC,50,Fiber to the Premises,140,141,140,141
310082,WaveLinc Communications LLC,70,Unlicensed Fixed Wireless,14948,15610,14948,15610
310085,Istari Holdings LLC,70,Unlicensed Fixed Wireless,13356,16765,13356,16765
310085,Istari Holdings LLC,72,LBR Fixed Wireless,42987,52132,42987,52132
310088,Zulu Internet Inc.,70,Unlicensed Fixed Wireless,4526,4767,4526,4767
310092,"Town of Concord, Massachusetts",50,Fiber to the Premises,4552,5561,277,774
310094,"Arrowhead Electric Cooperative, Inc.",50,Fiber to the Premises,5548,6577,5548,6577
310096,"VGI Technology, Inc.",50,Fiber to the Premises,482,527,482,527
310096,"VGI Technology, Inc.",70,Unlicensed Fixed Wireless,4699,4971,4699,4971
310096,"VGI Technology, Inc.",72,LBR Fixed Wireless,75217,91672,75217,91672
320007,Aptitude Internet LLC,50,Fiber to the Premises,7008,7194,503,607
320007,Aptitude Internet LLC,70,Unlicensed Fixed Wireless,389,391,6,6
320013,"B&B Communications, Ltd.",70,Unlicensed Fixed Wireless,42188,52839,1913,5913
320014,Backroads Broadband,70,Unlicensed Fixed Wireless,9937,10234,9937,10234
320018,Brown Dog Networks LLC,70,Unlicensed Fixed Wireless,609020,848982,609020,848982
320031,"Country Wireless, LLC",50,Fiber to the Premises,849,1018,849,1018
320031,"Country Wireless, LLC",70,Unlicensed Fixed Wireless,388,441,388,441
320031,"Country Wireless, LLC",72,LBR Fixed Wireless,49457,58558,49457,58558
320039,Morrison Global,0,Other,0,0,3,36
320045,Giggle Fiber LLC,40,Cable,22601,35599,22601,35599
320045,Giggle Fiber LLC,50,Fiber to the Premises,1483,3191,1483,3191
320047,"Greenlight Networks, LLC",50,Fiber to the Premises,286873,379025,218268,293400
320049,"High Mountain Farm, LLC",50,Fiber to the Premises,1405,1467,1405,1467
320050,Hilltown Networks,70,Unlicensed Fixed Wireless,235,435,128,298
320051,"HPAZ.net, LLC",70,Unlicensed Fixed Wireless,13306,14625,12875,14143
320053,Illinois Electric Cooperative,50,Fiber to the Premises,3026,3315,3026,3315
320053,Illinois Electric Cooperative,70,Unlicensed Fixed Wireless,7869,8598,7869,8598
320053,Illinois Electric Cooperative,71,Licensed Fixed Wireless,20418,22373,20418,22373
320055,"Internet Services, LLC",70,Unlicensed Fixed Wireless,364303,486567,0,0
320056,"Island Networks, LLC",50,Fiber to the Premises,3863,5420,3863,5420
320056,"Island Networks, LLC",71,Licensed Fixed Wireless,516,886,516,886
320057,iWiSP LLC,50,Fiber to the Premises,1910,1944,1910,1944
320057,iWiSP LLC,70,Unlicensed Fixed Wireless,10737,10985,10431,10684
320059,"Last Mile Wireless, LLC",70,Unlicensed Fixed Wireless,10558,10775,10558,10775
320062,Mojavewifi.com LLC,70,Unlicensed Fixed Wireless,25872,31572,25872,31572
320075,"Prairie Hills Wireless, LLC",70,Unlicensed Fixed Wireless,5157,5736,5157,5736
320080,"SBT Internet, Inc.",70,Unlicensed Fixed Wireless,143,160,10,11
320081,SkyHi Corp.,70,Unlicensed Fixed Wireless,24354,26564,24354,26564
320082,SkyNet Communications of Kentucky LLC,70,Unlicensed Fixed Wireless,1099,1518,1099,1518
320084,Small Business Solutions Group LLC,50,Fiber to the Premises,25,63,0,0
320084,Small Business Solutions Group LLC,70,Unlicensed Fixed Wireless,7494,9545,7494,9545
320088,"Stratosnet Technologies, Inc.",70,Unlicensed Fixed Wireless,219904,258599,219904,258599
320090,Complete Computers,70,Unlicensed Fixed Wireless,519,603,519,603
320091,"Coba Systems, LLC",40,Cable,1973,2387,1973,2387
320091,"Coba Systems, LLC",70,Unlicensed Fixed Wireless,6324,9042,6323,9041
320093,The Laffoon Corporation,50,Fiber to the Premises,272,272,272,272
320093,The Laffoon Corporation,70,Unlicensed Fixed Wireless,2177,2237,2177,2237
320094,"Total Radio Service, Inc.",70,Unlicensed Fixed Wireless,2060,2236,2060,2236
320113,"New Era Broadband, LLC",70,Unlicensed Fixed Wireless,2480,2557,2256,2350
320113,"New Era Broadband, LLC",72,LBR Fixed Wireless,2379,2527,2336,2483
320114,"TISD, Inc.",70,Unlicensed Fixed Wireless,26524,30498,26524,30498
320114,"TISD, Inc.",71,Licensed Fixed Wireless,60965,72947,60965,72947
320115,"Centre WISP Venture Company, LLC",50,Fiber to the Premises,5435,6042,5435,6042
320115,"Centre WISP Venture Company, LLC",70,Unlicensed Fixed Wireless,11763,12848,11763,12848
320116,"Hawaii Dialogix Telecom, LLC",10,Copper,5,2328,14,1499
320116,"Hawaii Dialogix Telecom, LLC",40,Cable,0,0,1,243
320116,"Hawaii Dialogix Telecom, LLC",50,Fiber to the Premises,2,1263,11,2211
320116,"Hawaii Dialogix Telecom, LLC",70,Unlicensed Fixed Wireless,0,0,5,188
320117,"Hot Spot Broadband, Inc.",70,Unlicensed Fixed Wireless,234066,326080,234066,326080
320118,Inland Development Corporation,50,Fiber to the Premises,0,0,1010,1401
320127,Safelink Internet,50,Fiber to the Premises,1918,2588,1881,2556
320127,Safelink Internet,70,Unlicensed Fixed Wireless,279655,330271,279655,330271
320127,Safelink Internet,71,Licensed Fixed Wireless,4983,7820,4983,7820
320127,Safelink Internet,72,LBR Fixed Wireless,20989,23203,20989,23203
330002,Service Electric Television Inc.,40,Cable,422993,531712,422993,531712
330002,Service Electric Television Inc.,50,Fiber to the Premises,18070,21783,18170,22254
330004,"AirFiber WISP, LLC",70,Unlicensed Fixed Wireless,632739,876809,632738,876808
330006,"ANTS-Technology, Inc.",50,Fiber to the Premises,327,412,327,412
330006,"ANTS-Technology, Inc.",70,Unlicensed Fixed Wireless,4497,4586,4567,4827
330010,Byte Networking LLC,50,Fiber to the Premises,618,621,618,621
330013,City of Ocala,50,Fiber to the Premises,178,191,90,185
330023,"Echo IT Consulting, LLC",70,Unlicensed Fixed Wireless,18,31,0,0
330031,Franklin Electric Plant Board,50,Fiber to the Premises,5941,7072,5941,7072
330035,Go Bee Wireless LLC,70,Unlicensed Fixed Wireless,15,15,15,15
330042,Kelly Supply Company,70,Unlicensed Fixed Wireless,412,417,2,2
330044,"Legacy ISP, LLC",50,Fiber to the Premises,5677,6028,5677,6028
330044,"Legacy ISP, LLC",70,Unlicensed Fixed Wireless,88500,99473,88500,99473
330052,"Nedernet, Inc.",70,Unlicensed Fixed Wireless,3752,3908,3752,3908
330053,NETEO Inc.,70,Unlicensed Fixed Wireless,21050,23893,20817,23657
330053,NETEO Inc.,72,LBR Fixed Wireless,10,12,10,12
330054,Nez Perce Tribe,50,Fiber to the Premises,303,321,303,321
330054,Nez Perce Tribe,70,Unlicensed Fixed Wireless,1233,1284,1233,1284
330054,Nez Perce Tribe,71,Licensed Fixed Wireless,3783,3987,3783,3987
330055,"Northeast Rural Services, Inc.",50,Fiber to the Premises,31352,32095,31352,32095
330059,PrineTime Internet Solutions,50,Fiber to the Premises,3104,3692,3104,3692
330059,PrineTime Internet Solutions,70,Unlicensed Fixed Wireless,39753,46489,39753,46489
330062,"Race Telecommunications, Inc.",50,Fiber to the Premises,142205,160678,142205,160678
330064,RS Fiber Cooperative,50,Fiber to the Premises,4089,4380,4089,4380
330064,RS Fiber Cooperative,70,Unlicensed Fixed Wireless,1395,1457,1395,1457
330070,SkyNet Communications LLC,70,Unlicensed Fixed Wireless,38935,61617,38931,61613
330071,"Skyweb Networks, Inc.",70,Unlicensed Fixed Wireless,231,252,231,252
330072,"Smoky Valley Internet, Inc.",70,Unlicensed Fixed Wireless,54,55,54,55
330072,"Smoky Valley Internet, Inc.",72,LBR Fixed Wireless,663,689,663,689
330074,SyncWave LLC,70,Unlicensed Fixed Wireless,8567,10131,8127,9678
330074,SyncWave LLC,72,LBR Fixed Wireless,1,1,1,1
330082,"Washington Broadband, Inc.",70,Unlicensed Fixed Wireless,23611,32425,22639,31432
330083,Whitestone Community Association,50,Fiber to the Premises,15,15,6,6
330083,Whitestone Community Association,70,Unlicensed Fixed Wireless,0,0,3,4
330086,"LaHarpe Telephone Company, Inc. (IL)",50,Fiber to the Premises,1273,1377,1273,1377
340001,"Valley Telephone Cooperative, Inc. (TX)",10,Copper,4565,4908,4565,4908
340001,"Valley Telephone Cooperative, Inc. (TX)",50,Fiber to the Premises,34398,39358,34398,39358
340001,"Valley Telephone Cooperative, Inc. (TX)",70,Unlicensed Fixed Wireless,116487,134626,116487,134626
340001,"Valley Telephone Cooperative, Inc. (TX)",71,Licensed Fixed Wireless,628830,734873,628830,734873
340002,Airhawk Wireless,50,Fiber to the Premises,20,20,20,20
340002,Airhawk Wireless,70,Unlicensed Fixed Wireless,422,432,422,432
340004,Allamakee-Clayton Electric Cooperative Inc.,50,Fiber to the Premises,2480,2708,260,374
340004,Allamakee-Clayton Electric Cooperative Inc.,70,Unlicensed Fixed Wireless,751,756,174,181
340009,"AWC, LLC",70,Unlicensed Fixed Wireless,22605,25850,22595,25840
340009,"AWC, LLC",72,LBR Fixed Wireless,12704,14028,12698,14022
340012,"Callabyte Technology, LLC",50,Fiber to the Premises,21602,23178,21602,23178
340015,"Comelec Services, Inc.",50,Fiber to the Premises,5452,6043,5452,6043
340015,"Comelec Services, Inc.",70,Unlicensed Fixed Wireless,37533,42137,33818,37924
340015,"Comelec Services, Inc.",71,Licensed Fixed Wireless,5258,7578,5258,7578
340015,"Comelec Services, Inc.",72,LBR Fixed Wireless,4445,4881,4445,4881
340020,"DesertGate Internet, LLC",70,Unlicensed Fixed Wireless,8156,10508,7437,9668
340020,"DesertGate Internet, LLC",72,LBR Fixed Wireless,45,51,3,3
340026,FiberSpark Inc.,50,Fiber to the Premises,2685,6673,2685,6673
340029,BHT Investment Holdings LLC,50,Fiber to the Premises,592,673,592,673
340029,BHT Investment Holdings LLC,70,Unlicensed Fixed Wireless,79667,96323,79581,96236
340029,BHT Investment Holdings LLC,71,Licensed Fixed Wireless,68333,98204,68323,98194
340029,BHT Investment Holdings LLC,72,LBR Fixed Wireless,25042,33182,25042,33182
340032,"HUB Electronics, Inc.",70,Unlicensed Fixed Wireless,10292,11874,10292,11874
340036,Intercept Wireless,50,Fiber to the Premises,2584,3311,2584,3311
