site_id,field,value,lat,lon,note,edited
site-022f5e2468,geo_precision,exact,44.246829,-105.504717,"misplaced-dot sweep 2026-09-19, skeptic-upheld: Campbell County E-911 point for ""845 E SOUTHERN DR AKA TOWER"" — the City of Gillette-managed communications tower (Z1R4) on the Zone 1 Reservoir 4 water-tank site; the Z1R4 control building is 17 m south-east of it (44.24762, -105.49314). Was: The E Southern Drive road right-of-way (the OSM 'East Southern Drive' way spans lat 44.2445–44.2474 at this longitude; the parcels north (Legacy Ridge Ph IV, 4800 Tanner Dr) start at 44.2471 and south (JJB Enterprises Hitt Estate tract) end at 44.2467, so 44.2468 is the road gap), about 390 m east of the S ",2026-09-19T00:00:00Z
site-022f5e2468,address,"845 E Southern Dr, Gillette, WY 82718",44.246829,-105.504717,"misplaced-dot sweep 2026-09-19, skeptic-upheld: Campbell County E-911 point for ""845 E SOUTHERN DR AKA TOWER"" — the City of Gillette-managed communications tower (Z1R4) on the Zone 1 Reservoir 4 water-tank site; the Z1R4 control building is 17 m south-east of it (44.24762, -105.49314). Was: The E Southern Drive road right-of-way (the OSM 'East Southern Drive' way spans lat 44.2445–44.2474 at this longitude; the parcels north (Legacy Ridge Ph IV, 4800 Tanner Dr) start at 44.2471 and south (JJB Enterprises Hitt Estate tract) end at 44.2467, so 44.2468 is the road gap), about 390 m east of the S ",2026-09-19T00:00:00Z
site-022f5e2468,city,Gillette,44.246829,-105.504717,"misplaced-dot sweep 2026-09-19, skeptic-upheld: Campbell County E-911 point for ""845 E SOUTHERN DR AKA TOWER"" — the City of Gillette-managed communications tower (Z1R4) on the Zone 1 Reservoir 4 water-tank site; the Z1R4 control building is 17 m south-east of it (44.24762, -105.49314). Was: The E Southern Drive road right-of-way (the OSM 'East Southern Drive' way spans lat 44.2445–44.2474 at this longitude; the parcels north (Legacy Ridge Ph IV, 4800 Tanner Dr) start at 44.2471 and south (JJB Enterprises Hitt Estate tract) end at 44.2467, so 44.2468 is the road gap), about 390 m east of the S ",2026-09-19T00:00:00Z
site-8a2116a76e,lat,44.797666,44.797251,-106.955883,"misplaced-dot sweep 2026-09-19, skeptic-upheld: rear outbuilding (white-roofed, ~9 x 9 m, on the alley) at the north end of the 155 W Loucks St lot — the structure a '155-1/2' unit designation conventionally denotes; the whole lot is only 10 m x 38 m so the parcel centroid (44.797582, -106.958339) is 10 m away. Was: The current dot sits in the public right-of-way at the centre of the N/S Main St and Loucks St intersection (no parcel in either the state or county layer; bounded by 2 N Main St to the NW, 1 S Main St / 15 E Loucks St to the E and 4 S Main St to the SW) — a street-intersection geo",2026-09-19T00:00:00Z
site-8a2116a76e,lon,-106.958368,44.797251,-106.955883,"misplaced-dot sweep 2026-09-19, skeptic-upheld: rear outbuilding (white-roofed, ~9 x 9 m, on the alley) at the north end of the 155 W Loucks St lot — the structure a '155-1/2' unit designation conventionally denotes; the whole lot is only 10 m x 38 m so the parcel centroid (44.797582, -106.958339) is 10 m away. Was: The current dot sits in the public right-of-way at the centre of the N/S Main St and Loucks St intersection (no parcel in either the state or county layer; bounded by 2 N Main St to the NW, 1 S Main St / 15 E Loucks St to the E and 4 S Main St to the SW) — a street-intersection geo",2026-09-19T00:00:00Z
site-8a2116a76e,geo_precision,exact,44.797251,-106.955883,"misplaced-dot sweep 2026-09-19, skeptic-upheld: rear outbuilding (white-roofed, ~9 x 9 m, on the alley) at the north end of the 155 W Loucks St lot — the structure a '155-1/2' unit designation conventionally denotes; the whole lot is only 10 m x 38 m so the parcel centroid (44.797582, -106.958339) is 10 m away. Was: The current dot sits in the public right-of-way at the centre of the N/S Main St and Loucks St intersection (no parcel in either the state or county layer; bounded by 2 N Main St to the NW, 1 S Main St / 15 E Loucks St to the E and 4 S Main St to the SW) — a street-intersection geo",2026-09-19T00:00:00Z
site-8a2116a76e,address,"155-1/2 W Loucks St, Sheridan, WY 82801",44.797251,-106.955883,"misplaced-dot sweep 2026-09-19, skeptic-upheld: rear outbuilding (white-roofed, ~9 x 9 m, on the alley) at the north end of the 155 W Loucks St lot — the structure a '155-1/2' unit designation conventionally denotes; the whole lot is only 10 m x 38 m so the parcel centroid (44.797582, -106.958339) is 10 m away. Was: The current dot sits in the public right-of-way at the centre of the N/S Main St and Loucks St intersection (no parcel in either the state or county layer; bounded by 2 N Main St to the NW, 1 S Main St / 15 E Loucks St to the E and 4 S Main St to the SW) — a street-intersection geo",2026-09-19T00:00:00Z
site-8a2116a76e,city,Sheridan,44.797251,-106.955883,"misplaced-dot sweep 2026-09-19, skeptic-upheld: rear outbuilding (white-roofed, ~9 x 9 m, on the alley) at the north end of the 155 W Loucks St lot — the structure a '155-1/2' unit designation conventionally denotes; the whole lot is only 10 m x 38 m so the parcel centroid (44.797582, -106.958339) is 10 m away. Was: The current dot sits in the public right-of-way at the centre of the N/S Main St and Loucks St intersection (no parcel in either the state or county layer; bounded by 2 N Main St to the NW, 1 S Main St / 15 E Loucks St to the E and 4 S Main St to the SW) — a street-intersection geo",2026-09-19T00:00:00Z
site-face770b89,lat,41.659862,41.661423,-86.257342,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the single-storey data hall building (OSM way 542755066, ~3,680 m2 footprint) on the Data Realty Northern Indiana LLC lot, Lot 4A Ignition Park Major Sub Sec 1 - the 2012 Data Realty / Aunalytics South Bend data centre, with its fenced generator yard immediately south of the building. Was: The current dot (41.661423, -86.257342, PeeringDB's coordinate) sits in the Ignition Drive road right-of-way at the north end of Ignition Park: 3 m outside the vacant City of South Bend Dept of Redevelopment lot 71-08-14-276-001.000-026 (Lot 1 Ignitio",2026-09-19T00:00:00Z
site-face770b89,lon,-86.258245,41.661423,-86.257342,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the single-storey data hall building (OSM way 542755066, ~3,680 m2 footprint) on the Data Realty Northern Indiana LLC lot, Lot 4A Ignition Park Major Sub Sec 1 - the 2012 Data Realty / Aunalytics South Bend data centre, with its fenced generator yard immediately south of the building. Was: The current dot (41.661423, -86.257342, PeeringDB's coordinate) sits in the Ignition Drive road right-of-way at the north end of Ignition Park: 3 m outside the vacant City of South Bend Dept of Redevelopment lot 71-08-14-276-001.000-026 (Lot 1 Ignitio",2026-09-19T00:00:00Z
site-face770b89,geo_precision,exact,41.661423,-86.257342,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the single-storey data hall building (OSM way 542755066, ~3,680 m2 footprint) on the Data Realty Northern Indiana LLC lot, Lot 4A Ignition Park Major Sub Sec 1 - the 2012 Data Realty / Aunalytics South Bend data centre, with its fenced generator yard immediately south of the building. Was: The current dot (41.661423, -86.257342, PeeringDB's coordinate) sits in the Ignition Drive road right-of-way at the north end of Ignition Park: 3 m outside the vacant City of South Bend Dept of Redevelopment lot 71-08-14-276-001.000-026 (Lot 1 Ignitio",2026-09-19T00:00:00Z
site-face770b89,address,"1440 Ignition Dr S, South Bend, IN 46601 (assessor situs for the same lot: 601 W Broadway St, South Bend, IN 46601)",41.661423,-86.257342,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the single-storey data hall building (OSM way 542755066, ~3,680 m2 footprint) on the Data Realty Northern Indiana LLC lot, Lot 4A Ignition Park Major Sub Sec 1 - the 2012 Data Realty / Aunalytics South Bend data centre, with its fenced generator yard immediately south of the building. Was: The current dot (41.661423, -86.257342, PeeringDB's coordinate) sits in the Ignition Drive road right-of-way at the north end of Ignition Park: 3 m outside the vacant City of South Bend Dept of Redevelopment lot 71-08-14-276-001.000-026 (Lot 1 Ignitio",2026-09-19T00:00:00Z
site-face770b89,city,South Bend,41.661423,-86.257342,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the single-storey data hall building (OSM way 542755066, ~3,680 m2 footprint) on the Data Realty Northern Indiana LLC lot, Lot 4A Ignition Park Major Sub Sec 1 - the 2012 Data Realty / Aunalytics South Bend data centre, with its fenced generator yard immediately south of the building. Was: The current dot (41.661423, -86.257342, PeeringDB's coordinate) sits in the Ignition Drive road right-of-way at the north end of Ignition Park: 3 m outside the vacant City of South Bend Dept of Redevelopment lot 71-08-14-276-001.000-026 (Lot 1 Ignitio",2026-09-19T00:00:00Z
site-97cbd647c4,lat,40.536018,40.536698,-74.554478,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centroid of the BNY Mellon Somerset data-centre building (OSM way 460182335, name='BNY Mellon Somerset', telecom=data_center, ~120,000 sq ft footprint) at 636-640 Pierce Street, inside Franklin Township tax lot Block 517.04 Lot 2.10. Was: The current dot sits in the Pierce Street right-of-way, 14.8 m outside the north-west boundary of lot 517.04/2.10, roughly midway between two separate data-centre buildings: the BNY Mellon building to the south-east (118 m away) and Digital Realty's own 650 Randolph Road POD building across Pierce Street to the ",2026-09-19T00:00:00Z
site-97cbd647c4,lon,-74.553405,40.536698,-74.554478,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centroid of the BNY Mellon Somerset data-centre building (OSM way 460182335, name='BNY Mellon Somerset', telecom=data_center, ~120,000 sq ft footprint) at 636-640 Pierce Street, inside Franklin Township tax lot Block 517.04 Lot 2.10. Was: The current dot sits in the Pierce Street right-of-way, 14.8 m outside the north-west boundary of lot 517.04/2.10, roughly midway between two separate data-centre buildings: the BNY Mellon building to the south-east (118 m away) and Digital Realty's own 650 Randolph Road POD building across Pierce Street to the ",2026-09-19T00:00:00Z
site-97cbd647c4,geo_precision,exact,40.536698,-74.554478,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centroid of the BNY Mellon Somerset data-centre building (OSM way 460182335, name='BNY Mellon Somerset', telecom=data_center, ~120,000 sq ft footprint) at 636-640 Pierce Street, inside Franklin Township tax lot Block 517.04 Lot 2.10. Was: The current dot sits in the Pierce Street right-of-way, 14.8 m outside the north-west boundary of lot 517.04/2.10, roughly midway between two separate data-centre buildings: the BNY Mellon building to the south-east (118 m away) and Digital Realty's own 650 Randolph Road POD building across Pierce Street to the ",2026-09-19T00:00:00Z
site-97cbd647c4,address,"636 Pierce Street, Somerset (Franklin Township), NJ 08873",40.536698,-74.554478,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centroid of the BNY Mellon Somerset data-centre building (OSM way 460182335, name='BNY Mellon Somerset', telecom=data_center, ~120,000 sq ft footprint) at 636-640 Pierce Street, inside Franklin Township tax lot Block 517.04 Lot 2.10. Was: The current dot sits in the Pierce Street right-of-way, 14.8 m outside the north-west boundary of lot 517.04/2.10, roughly midway between two separate data-centre buildings: the BNY Mellon building to the south-east (118 m away) and Digital Realty's own 650 Randolph Road POD building across Pierce Street to the ",2026-09-19T00:00:00Z
site-97cbd647c4,city,Somerset (Franklin Township),40.536698,-74.554478,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centroid of the BNY Mellon Somerset data-centre building (OSM way 460182335, name='BNY Mellon Somerset', telecom=data_center, ~120,000 sq ft footprint) at 636-640 Pierce Street, inside Franklin Township tax lot Block 517.04 Lot 2.10. Was: The current dot sits in the Pierce Street right-of-way, 14.8 m outside the north-west boundary of lot 517.04/2.10, roughly midway between two separate data-centre buildings: the BNY Mellon building to the south-east (118 m away) and Digital Realty's own 650 Randolph Road POD building across Pierce Street to the ",2026-09-19T00:00:00Z
site-560b0d10da,lat,33.217370,33.219273,-97.174783,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the two large north data halls (converted bitcoin-mining buildings) of the Core Scientific / CoreWeave Denton campus, on leased lot ""Site 2"" immediately north of the Denton Energy Center gas plant; the whole leased campus (Sites 1-5, ~72 ac) has its area centroid at 33.215769, -97.210218, which falls on the gas plant itself, and a second pair of halls sits south of the plant at about 33.21297, -97.20913. Was: The current dot (33.219273, -97.174783) is Nominatim's centroid of the Jim Christal Road way itself (OSM way 9963473 at 33.219273",2026-09-19T00:00:00Z
site-560b0d10da,lon,-97.210060,33.219273,-97.174783,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the two large north data halls (converted bitcoin-mining buildings) of the Core Scientific / CoreWeave Denton campus, on leased lot ""Site 2"" immediately north of the Denton Energy Center gas plant; the whole leased campus (Sites 1-5, ~72 ac) has its area centroid at 33.215769, -97.210218, which falls on the gas plant itself, and a second pair of halls sits south of the plant at about 33.21297, -97.20913. Was: The current dot (33.219273, -97.174783) is Nominatim's centroid of the Jim Christal Road way itself (OSM way 9963473 at 33.219273",2026-09-19T00:00:00Z
site-560b0d10da,geo_precision,exact,33.219273,-97.174783,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the two large north data halls (converted bitcoin-mining buildings) of the Core Scientific / CoreWeave Denton campus, on leased lot ""Site 2"" immediately north of the Denton Energy Center gas plant; the whole leased campus (Sites 1-5, ~72 ac) has its area centroid at 33.215769, -97.210218, which falls on the gas plant itself, and a second pair of halls sits south of the plant at about 33.21297, -97.20913. Was: The current dot (33.219273, -97.174783) is Nominatim's centroid of the Jim Christal Road way itself (OSM way 9963473 at 33.219273",2026-09-19T00:00:00Z
site-560b0d10da,address,"8171 Jim Christal Rd, Denton, TX 76207",33.219273,-97.174783,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the two large north data halls (converted bitcoin-mining buildings) of the Core Scientific / CoreWeave Denton campus, on leased lot ""Site 2"" immediately north of the Denton Energy Center gas plant; the whole leased campus (Sites 1-5, ~72 ac) has its area centroid at 33.215769, -97.210218, which falls on the gas plant itself, and a second pair of halls sits south of the plant at about 33.21297, -97.20913. Was: The current dot (33.219273, -97.174783) is Nominatim's centroid of the Jim Christal Road way itself (OSM way 9963473 at 33.219273",2026-09-19T00:00:00Z
site-560b0d10da,city,Denton,33.219273,-97.174783,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the two large north data halls (converted bitcoin-mining buildings) of the Core Scientific / CoreWeave Denton campus, on leased lot ""Site 2"" immediately north of the Denton Energy Center gas plant; the whole leased campus (Sites 1-5, ~72 ac) has its area centroid at 33.215769, -97.210218, which falls on the gas plant itself, and a second pair of halls sits south of the plant at about 33.21297, -97.20913. Was: The current dot (33.219273, -97.174783) is Nominatim's centroid of the Jim Christal Road way itself (OSM way 9963473 at 33.219273",2026-09-19T00:00:00Z
site-37c730e006,lat,35.693500,35.696785,-95.495165,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the fenced, graded ~50-acre building pad on Core Scientific's Lot 5 in the John T. Griffin Industrial Park (the 100 MW CoreWeave HPC building site), immediately south of W 43rd St S / West Smith Ferry Rd and east of the OG&E substation. Was: The current dot (35.696785, -95.495165) is the Nominatim centroid of OSM way 14907727, a rural segment of ""West 43rd Street South"" in the Beland hamlet (reverse-geocodes to about 9183 W 43rd St S) in open farmland west of the city. It is the same street name but the wrong segment, 9.8 km west of the",2026-09-19T00:00:00Z
site-37c730e006,lon,-95.386600,35.696785,-95.495165,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the fenced, graded ~50-acre building pad on Core Scientific's Lot 5 in the John T. Griffin Industrial Park (the 100 MW CoreWeave HPC building site), immediately south of W 43rd St S / West Smith Ferry Rd and east of the OG&E substation. Was: The current dot (35.696785, -95.495165) is the Nominatim centroid of OSM way 14907727, a rural segment of ""West 43rd Street South"" in the Beland hamlet (reverse-geocodes to about 9183 W 43rd St S) in open farmland west of the city. It is the same street name but the wrong segment, 9.8 km west of the",2026-09-19T00:00:00Z
site-37c730e006,geo_precision,exact,35.696785,-95.495165,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the fenced, graded ~50-acre building pad on Core Scientific's Lot 5 in the John T. Griffin Industrial Park (the 100 MW CoreWeave HPC building site), immediately south of W 43rd St S / West Smith Ferry Rd and east of the OG&E substation. Was: The current dot (35.696785, -95.495165) is the Nominatim centroid of OSM way 14907727, a rural segment of ""West 43rd Street South"" in the Beland hamlet (reverse-geocodes to about 9183 W 43rd St S) in open farmland west of the city. It is the same street name but the wrong segment, 9.8 km west of the",2026-09-19T00:00:00Z
site-37c730e006,address,"1525 W 43rd St S, Muskogee, OK 74401 (the same road is also signed West Smith Ferry Road; Baxtel lists 1651 W 43rd St S)",35.696785,-95.495165,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the fenced, graded ~50-acre building pad on Core Scientific's Lot 5 in the John T. Griffin Industrial Park (the 100 MW CoreWeave HPC building site), immediately south of W 43rd St S / West Smith Ferry Rd and east of the OG&E substation. Was: The current dot (35.696785, -95.495165) is the Nominatim centroid of OSM way 14907727, a rural segment of ""West 43rd Street South"" in the Beland hamlet (reverse-geocodes to about 9183 W 43rd St S) in open farmland west of the city. It is the same street name but the wrong segment, 9.8 km west of the",2026-09-19T00:00:00Z
site-37c730e006,city,Muskogee,35.696785,-95.495165,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the fenced, graded ~50-acre building pad on Core Scientific's Lot 5 in the John T. Griffin Industrial Park (the 100 MW CoreWeave HPC building site), immediately south of W 43rd St S / West Smith Ferry Rd and east of the OG&E substation. Was: The current dot (35.696785, -95.495165) is the Nominatim centroid of OSM way 14907727, a rural segment of ""West 43rd Street South"" in the Beland hamlet (reverse-geocodes to about 9183 W 43rd St S) in open farmland west of the city. It is the same street name but the wrong segment, 9.8 km west of the",2026-09-19T00:00:00Z
site-0a614d8444,lat,30.205926,30.206494,-97.699421,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centroid of the AUS2 data-hall building (OSM way 379204766, telecom=data_center, operator=CyrusOne, ref=AUS2) at 7301 Metropolis Drive, inside TCAD parcel 0316180505 owned by C1 AUSTIN II LLC. Was: The current dot (30.206494, -97.699421) sits on the Metropolis Drive public right-of-way, which has no parcel in the TCAD layer: about 13 m from the edge of the vacant CYRUSONE LLC lot at 7201 Metropolis Dr (south side of the road) and 14 m from the C1 AUSTIN III LLC lot at 7100 Metropolis Dr (north side), near a driveway crossing. It is 159 m WNW of t",2026-09-19T00:00:00Z
site-0a614d8444,lon,-97.697903,30.206494,-97.699421,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centroid of the AUS2 data-hall building (OSM way 379204766, telecom=data_center, operator=CyrusOne, ref=AUS2) at 7301 Metropolis Drive, inside TCAD parcel 0316180505 owned by C1 AUSTIN II LLC. Was: The current dot (30.206494, -97.699421) sits on the Metropolis Drive public right-of-way, which has no parcel in the TCAD layer: about 13 m from the edge of the vacant CYRUSONE LLC lot at 7201 Metropolis Dr (south side of the road) and 14 m from the C1 AUSTIN III LLC lot at 7100 Metropolis Dr (north side), near a driveway crossing. It is 159 m WNW of t",2026-09-19T00:00:00Z
site-0a614d8444,geo_precision,exact,30.206494,-97.699421,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centroid of the AUS2 data-hall building (OSM way 379204766, telecom=data_center, operator=CyrusOne, ref=AUS2) at 7301 Metropolis Drive, inside TCAD parcel 0316180505 owned by C1 AUSTIN II LLC. Was: The current dot (30.206494, -97.699421) sits on the Metropolis Drive public right-of-way, which has no parcel in the TCAD layer: about 13 m from the edge of the vacant CYRUSONE LLC lot at 7201 Metropolis Dr (south side of the road) and 14 m from the C1 AUSTIN III LLC lot at 7100 Metropolis Dr (north side), near a driveway crossing. It is 159 m WNW of t",2026-09-19T00:00:00Z
site-0a614d8444,address,"7301 Metropolis Drive (Met Center, Bldg 6), Austin, TX 78744",30.206494,-97.699421,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centroid of the AUS2 data-hall building (OSM way 379204766, telecom=data_center, operator=CyrusOne, ref=AUS2) at 7301 Metropolis Drive, inside TCAD parcel 0316180505 owned by C1 AUSTIN II LLC. Was: The current dot (30.206494, -97.699421) sits on the Metropolis Drive public right-of-way, which has no parcel in the TCAD layer: about 13 m from the edge of the vacant CYRUSONE LLC lot at 7201 Metropolis Dr (south side of the road) and 14 m from the C1 AUSTIN III LLC lot at 7100 Metropolis Dr (north side), near a driveway crossing. It is 159 m WNW of t",2026-09-19T00:00:00Z
site-0a614d8444,city,Austin,30.206494,-97.699421,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centroid of the AUS2 data-hall building (OSM way 379204766, telecom=data_center, operator=CyrusOne, ref=AUS2) at 7301 Metropolis Drive, inside TCAD parcel 0316180505 owned by C1 AUSTIN II LLC. Was: The current dot (30.206494, -97.699421) sits on the Metropolis Drive public right-of-way, which has no parcel in the TCAD layer: about 13 m from the edge of the vacant CYRUSONE LLC lot at 7201 Metropolis Dr (south side of the road) and 14 m from the C1 AUSTIN III LLC lot at 7100 Metropolis Dr (north side), near a driveway crossing. It is 159 m WNW of t",2026-09-19T00:00:00Z
site-f3b2266759,lat,34.709934,34.711822,-86.692154,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the DC BLOX HSV1 data-centre building (OSM way 849794024, building=industrial, ~1,169 m2) on the DC BLOX LLC parcel at 333 Diamond Drive NW. Was: The current dot (34.711822, -86.692154) lies on the unparcelled Diamond Drive NW right-of-way, in the gap between Crown Leasing Inc lot 16-01-12-0-000-011.006 (12.5 ac, to the west) and Industrial Properties of the South lot 16-01-12-0-000-010.000 (24 ac, to the east). It is 156 m north of the DC BLOX parcel's north edge and 221 m NNE of the data-centre building. The two OSM footprints the rep",2026-09-19T00:00:00Z
site-f3b2266759,lon,-86.692915,34.711822,-86.692154,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the DC BLOX HSV1 data-centre building (OSM way 849794024, building=industrial, ~1,169 m2) on the DC BLOX LLC parcel at 333 Diamond Drive NW. Was: The current dot (34.711822, -86.692154) lies on the unparcelled Diamond Drive NW right-of-way, in the gap between Crown Leasing Inc lot 16-01-12-0-000-011.006 (12.5 ac, to the west) and Industrial Properties of the South lot 16-01-12-0-000-010.000 (24 ac, to the east). It is 156 m north of the DC BLOX parcel's north edge and 221 m NNE of the data-centre building. The two OSM footprints the rep",2026-09-19T00:00:00Z
site-f3b2266759,geo_precision,exact,34.711822,-86.692154,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the DC BLOX HSV1 data-centre building (OSM way 849794024, building=industrial, ~1,169 m2) on the DC BLOX LLC parcel at 333 Diamond Drive NW. Was: The current dot (34.711822, -86.692154) lies on the unparcelled Diamond Drive NW right-of-way, in the gap between Crown Leasing Inc lot 16-01-12-0-000-011.006 (12.5 ac, to the west) and Industrial Properties of the South lot 16-01-12-0-000-010.000 (24 ac, to the east). It is 156 m north of the DC BLOX parcel's north edge and 221 m NNE of the data-centre building. The two OSM footprints the rep",2026-09-19T00:00:00Z
site-f3b2266759,address,"333 Diamond Drive NW, Huntsville, AL 35806",34.711822,-86.692154,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the DC BLOX HSV1 data-centre building (OSM way 849794024, building=industrial, ~1,169 m2) on the DC BLOX LLC parcel at 333 Diamond Drive NW. Was: The current dot (34.711822, -86.692154) lies on the unparcelled Diamond Drive NW right-of-way, in the gap between Crown Leasing Inc lot 16-01-12-0-000-011.006 (12.5 ac, to the west) and Industrial Properties of the South lot 16-01-12-0-000-010.000 (24 ac, to the east). It is 156 m north of the DC BLOX parcel's north edge and 221 m NNE of the data-centre building. The two OSM footprints the rep",2026-09-19T00:00:00Z
site-f3b2266759,city,Huntsville,34.711822,-86.692154,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the DC BLOX HSV1 data-centre building (OSM way 849794024, building=industrial, ~1,169 m2) on the DC BLOX LLC parcel at 333 Diamond Drive NW. Was: The current dot (34.711822, -86.692154) lies on the unparcelled Diamond Drive NW right-of-way, in the gap between Crown Leasing Inc lot 16-01-12-0-000-011.006 (12.5 ac, to the west) and Industrial Properties of the South lot 16-01-12-0-000-010.000 (24 ac, to the east). It is 156 m north of the DC BLOX parcel's north edge and 221 m NNE of the data-centre building. The two OSM footprints the rep",2026-09-19T00:00:00Z
site-3d040d7fb1,lat,38.924640,38.925985,-94.769344,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the data-hall complex (original 1978 north building plus the large south expansion building) at 11200 Lakeview Ave, Southlake Technology Park, Lenexa, on parcel 0460841702022001000. Was: The current dot (38.925985, -94.769344) sits in the Lakeview Avenue right-of-way just north of the Southlake pond, in a gap between the lake parcel (5 m away), the 16011 College Blvd office parcel (13 m) and the 15705 College Blvd office parcel (20 m); the MARC/Johnson County parcel layer returns no lot there. It is about 33 m outside the NE corner of t",2026-09-19T00:00:00Z
site-3d040d7fb1,lon,-94.770280,38.925985,-94.769344,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the data-hall complex (original 1978 north building plus the large south expansion building) at 11200 Lakeview Ave, Southlake Technology Park, Lenexa, on parcel 0460841702022001000. Was: The current dot (38.925985, -94.769344) sits in the Lakeview Avenue right-of-way just north of the Southlake pond, in a gap between the lake parcel (5 m away), the 16011 College Blvd office parcel (13 m) and the 15705 College Blvd office parcel (20 m); the MARC/Johnson County parcel layer returns no lot there. It is about 33 m outside the NE corner of t",2026-09-19T00:00:00Z
site-3d040d7fb1,geo_precision,exact,38.925985,-94.769344,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the data-hall complex (original 1978 north building plus the large south expansion building) at 11200 Lakeview Ave, Southlake Technology Park, Lenexa, on parcel 0460841702022001000. Was: The current dot (38.925985, -94.769344) sits in the Lakeview Avenue right-of-way just north of the Southlake pond, in a gap between the lake parcel (5 m away), the 16011 College Blvd office parcel (13 m) and the 15705 College Blvd office parcel (20 m); the MARC/Johnson County parcel layer returns no lot there. It is about 33 m outside the NE corner of t",2026-09-19T00:00:00Z
site-3d040d7fb1,address,"11200 Lakeview Ave, Lenexa, KS 66219",38.925985,-94.769344,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the data-hall complex (original 1978 north building plus the large south expansion building) at 11200 Lakeview Ave, Southlake Technology Park, Lenexa, on parcel 0460841702022001000. Was: The current dot (38.925985, -94.769344) sits in the Lakeview Avenue right-of-way just north of the Southlake pond, in a gap between the lake parcel (5 m away), the 16011 College Blvd office parcel (13 m) and the 15705 College Blvd office parcel (20 m); the MARC/Johnson County parcel layer returns no lot there. It is about 33 m outside the NE corner of t",2026-09-19T00:00:00Z
site-3d040d7fb1,city,Lenexa,38.925985,-94.769344,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the data-hall complex (original 1978 north building plus the large south expansion building) at 11200 Lakeview Ave, Southlake Technology Park, Lenexa, on parcel 0460841702022001000. Was: The current dot (38.925985, -94.769344) sits in the Lakeview Avenue right-of-way just north of the Southlake pond, in a gap between the lake parcel (5 m away), the 16011 College Blvd office parcel (13 m) and the 15705 College Blvd office parcel (20 m); the MARC/Johnson County parcel layer returns no lot there. It is about 33 m outside the NE corner of t",2026-09-19T00:00:00Z
site-4585b9e7cb,lat,30.436053,30.436287,-97.763776,"misplaced-dot sweep 2026-09-19, skeptic-upheld: centre of the single ~9,500 sq ft building at 7218 McNeil Dr (McNeil Commercial Park Lot 3) that houses DataBank AUS1 (Suite 300); OSM building way 72322358, inside Williamson parcel R066523. Was: The current dot (30.436287, -97.763776) sits on the McNeil Drive road right-of-way (OSM highway way 15435629), in the gap between the Gateway Community Church lot to the north (R056432, 7104 McNeil Dr, 19.3 ac) and WTA Motors' lots to the south (R065518 at 7119 McNeil Rd, R065537 at 7113 McNeil Dr). No Williamson or Travis parcel contains it. It is wher",2026-09-19T00:00:00Z
